listing_key,ticker,exchange,asset_type,name,isin,figi,figi_source,openfigi_review_status,openfigi_review_decision,openfigi_review_source,openfigi_reviewed_at,missing_isin,missing_figi,source_gap_fields,source_gap_classes,source_of_truth_outcomes,source_gap_context,official_masterfile_match,official_masterfile_sources,official_masterfile_exposes_isin,official_masterfile_exposes_sector,official_source_context,canada_resolution_queue,review_strategy,queue_evidence_required,recommended_next_source,source_gate,isin_decision,figi_decision,isin_apply_eligibility,figi_apply_eligibility,verification_evidence_required,identifier_review_context,recommended_next_action
NEO::AEMX,AEMX,NEO,ETF,AGF Emerging Markets ex China Fund Series ETF,CA00858F1099,,,accepted_source_gap_no_openfigi_match,no_openfigi_match,OpenFIGI ID_ISIN mapping,2026-05-24T14:27:35Z,false,true,,,,source_gap_fields=none;source_gap_classes=none;source_of_truth_outcomes=none,false,,false,false,official_masterfile_match=false;official_masterfile_sources=none;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,reviewed_openfigi_no_match_source_gap,keep_figi_blank_after_reviewed_openfigi_no_match,stronger_figi_source_required_openfigi_no_match_reviewed,Stronger FIGI source or reviewed OpenFIGI re-check evidence; existing no-match remains a source gap.,Do not re-probe or fill FIGI from symbol/name; keep blank until stronger reviewed FIGI evidence exists.,isin_present,missing_figi_reviewed_source_gap_no_openfigi_match,no_isin_action_required,keep_blank_as_reviewed_openfigi_source_gap,stronger_figi_source_required_openfigi_no_match_reviewed,missing_isin=false;missing_figi=true;isin_decision=isin_present;figi_decision=missing_figi_reviewed_source_gap_no_openfigi_match;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=keep_blank_as_reviewed_openfigi_source_gap;openfigi_review_status=accepted_source_gap_no_openfigi_match;openfigi_review_decision=no_openfigi_match,keep_blank_as_documented_openfigi_source_gap_until_stronger_source
TSX::FLOT.B,FLOT.B,TSX,ETF,Purpose Floating Rate Income Fund - ETF Non-currency hedged CAD,,,,,,,,true,true,missing_isin_primary,fund_or_trust_identifier_gap,core_exclusion_candidate,source_gap_fields=missing_isin_primary;source_gap_classes=fund_or_trust_identifier_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_etf_screener,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_etf_screener;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_identifier_scope_review,scope_review_before_canada_identifier_enrichment,official_listing_scope_decision_for_core_extended_or_exclude,"tmx_etf_screener plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or FIGI enrichment until the listing is reviewed as core, extended, or excluded.",missing_isin_core_exclusion_candidate_requires_scope_review,missing_figi_requires_isin_first,blocked_until_scope_decision,blocked_until_isin_resolved,scope_decision_for_core_extended_or_exclude_before_identifier_enrichment,missing_isin=true;missing_figi=true;isin_decision=missing_isin_core_exclusion_candidate_requires_scope_review;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=blocked_until_scope_decision;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,review_scope_before_identifier_enrichment
TSX::FLOT.U,FLOT.U,TSX,ETF,Purpose Floating Rate Income Fund - ETF Non-currency hedged USD,CA74642Q2009,,,accepted_source_gap_no_openfigi_match,no_openfigi_match,OpenFIGI ID_ISIN mapping,2026-05-24T14:27:35Z,false,true,,,,source_gap_fields=none;source_gap_classes=none;source_of_truth_outcomes=none,true,tmx_etf_screener,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_etf_screener;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,reviewed_openfigi_no_match_source_gap,keep_figi_blank_after_reviewed_openfigi_no_match,stronger_figi_source_required_openfigi_no_match_reviewed,Stronger FIGI source or reviewed OpenFIGI re-check evidence; existing no-match remains a source gap.,Do not re-probe or fill FIGI from symbol/name; keep blank until stronger reviewed FIGI evidence exists.,isin_present,missing_figi_reviewed_source_gap_no_openfigi_match,no_isin_action_required,keep_blank_as_reviewed_openfigi_source_gap,stronger_figi_source_required_openfigi_no_match_reviewed,missing_isin=false;missing_figi=true;isin_decision=isin_present;figi_decision=missing_figi_reviewed_source_gap_no_openfigi_match;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=keep_blank_as_reviewed_openfigi_source_gap;openfigi_review_status=accepted_source_gap_no_openfigi_match;openfigi_review_decision=no_openfigi_match,keep_blank_as_documented_openfigi_source_gap_until_stronger_source
TSX::FLSD,FLSD,TSX,ETF,Franklin Canadian Short Term Bond Fund,CA35377H1038,,,accepted_source_gap_no_openfigi_match,no_openfigi_match,OpenFIGI ID_ISIN mapping,2026-05-24T14:27:35Z,false,true,,,,source_gap_fields=none;source_gap_classes=none;source_of_truth_outcomes=none,true,tmx_etf_screener|tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_etf_screener|tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,reviewed_openfigi_no_match_source_gap,keep_figi_blank_after_reviewed_openfigi_no_match,stronger_figi_source_required_openfigi_no_match_reviewed,Stronger FIGI source or reviewed OpenFIGI re-check evidence; existing no-match remains a source gap.,Do not re-probe or fill FIGI from symbol/name; keep blank until stronger reviewed FIGI evidence exists.,isin_present,missing_figi_reviewed_source_gap_no_openfigi_match,no_isin_action_required,keep_blank_as_reviewed_openfigi_source_gap,stronger_figi_source_required_openfigi_no_match_reviewed,missing_isin=false;missing_figi=true;isin_decision=isin_present;figi_decision=missing_figi_reviewed_source_gap_no_openfigi_match;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=keep_blank_as_reviewed_openfigi_source_gap;openfigi_review_status=accepted_source_gap_no_openfigi_match;openfigi_review_decision=no_openfigi_match,keep_blank_as_documented_openfigi_source_gap_until_stronger_source
TSX::GCG,GCG,TSX,Stock,Guardian Capital Group Limited,,,,,,,,true,true,missing_isin_primary,official_identifier_not_exposed_source_gap,accepted_source_gap,source_gap_fields=missing_isin_primary;source_gap_classes=official_identifier_not_exposed_source_gap;source_of_truth_outcomes=accepted_source_gap,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,missing_isin_official_canada_masterfiles_do_not_expose_isin,seek_official_canada_isin_source,official_csd_issuer_or_reviewed_identifier_source_with_exact_listing_match_and_valid_isin,"Official CSD, issuer, prospectus, transfer-agent, or reviewed identifier source exposing a valid ISIN.",Keep ISIN blank until a direct official or reviewed identifier source exposes a valid checksum ISIN.,missing_isin_official_canada_masterfiles_do_not_expose_isin,missing_figi_requires_isin_first,keep_blank_until_official_isin_source,blocked_until_isin_resolved,official_csd_issuer_or_reviewed_identifier_source_with_exact_listing_match_and_valid_isin,missing_isin=true;missing_figi=true;isin_decision=missing_isin_official_canada_masterfiles_do_not_expose_isin;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=keep_blank_until_official_isin_source;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,seek_official_csd_issuer_or_reviewed_identifier_source
TSX::GLCC,GLCC,TSX,ETF,Global X Gold Producer Equity Covered Call ETF,CA4405651098,,,accepted_source_gap_no_openfigi_match,no_openfigi_match,OpenFIGI ID_ISIN mapping,2026-05-24T14:27:35Z,false,true,,,,source_gap_fields=none;source_gap_classes=none;source_of_truth_outcomes=none,true,tmx_etf_screener|tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_etf_screener|tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,reviewed_openfigi_no_match_source_gap,keep_figi_blank_after_reviewed_openfigi_no_match,stronger_figi_source_required_openfigi_no_match_reviewed,Stronger FIGI source or reviewed OpenFIGI re-check evidence; existing no-match remains a source gap.,Do not re-probe or fill FIGI from symbol/name; keep blank until stronger reviewed FIGI evidence exists.,isin_present,missing_figi_reviewed_source_gap_no_openfigi_match,no_isin_action_required,keep_blank_as_reviewed_openfigi_source_gap,stronger_figi_source_required_openfigi_no_match_reviewed,missing_isin=false;missing_figi=true;isin_decision=isin_present;figi_decision=missing_figi_reviewed_source_gap_no_openfigi_match;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=keep_blank_as_reviewed_openfigi_source_gap;openfigi_review_status=accepted_source_gap_no_openfigi_match;openfigi_review_decision=no_openfigi_match,keep_blank_as_documented_openfigi_source_gap_until_stronger_source
TSX::GLDD,GLDD,TSX,ETF,Global X Gold Producer Equity Daily Bear ETF,CA08663T1075,,,accepted_source_gap_no_openfigi_match,no_openfigi_match,OpenFIGI ID_ISIN mapping,2026-05-24T14:27:35Z,false,true,,,,source_gap_fields=none;source_gap_classes=none;source_of_truth_outcomes=none,true,tmx_etf_screener|tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_etf_screener|tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,reviewed_openfigi_no_match_source_gap,keep_figi_blank_after_reviewed_openfigi_no_match,stronger_figi_source_required_openfigi_no_match_reviewed,Stronger FIGI source or reviewed OpenFIGI re-check evidence; existing no-match remains a source gap.,Do not re-probe or fill FIGI from symbol/name; keep blank until stronger reviewed FIGI evidence exists.,isin_present,missing_figi_reviewed_source_gap_no_openfigi_match,no_isin_action_required,keep_blank_as_reviewed_openfigi_source_gap,stronger_figi_source_required_openfigi_no_match_reviewed,missing_isin=false;missing_figi=true;isin_decision=isin_present;figi_decision=missing_figi_reviewed_source_gap_no_openfigi_match;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=keep_blank_as_reviewed_openfigi_source_gap;openfigi_review_status=accepted_source_gap_no_openfigi_match;openfigi_review_decision=no_openfigi_match,keep_blank_as_documented_openfigi_source_gap_until_stronger_source
TSX::GMIN,GMIN,TSX,Stock,G Mining Ventures Corp.,CA36261G1028,,,accepted_source_gap_no_openfigi_match,no_openfigi_match,OpenFIGI ID_ISIN mapping,2026-05-24T14:30:57Z,false,true,,,,source_gap_fields=none;source_gap_classes=none;source_of_truth_outcomes=none,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,reviewed_openfigi_no_match_source_gap,keep_figi_blank_after_reviewed_openfigi_no_match,stronger_figi_source_required_openfigi_no_match_reviewed,Stronger FIGI source or reviewed OpenFIGI re-check evidence; existing no-match remains a source gap.,Do not re-probe or fill FIGI from symbol/name; keep blank until stronger reviewed FIGI evidence exists.,isin_present,missing_figi_reviewed_source_gap_no_openfigi_match,no_isin_action_required,keep_blank_as_reviewed_openfigi_source_gap,stronger_figi_source_required_openfigi_no_match_reviewed,missing_isin=false;missing_figi=true;isin_decision=isin_present;figi_decision=missing_figi_reviewed_source_gap_no_openfigi_match;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=keep_blank_as_reviewed_openfigi_source_gap;openfigi_review_status=accepted_source_gap_no_openfigi_match;openfigi_review_decision=no_openfigi_match,keep_blank_as_documented_openfigi_source_gap_until_stronger_source
TSX::HAB,HAB,TSX,ETF,Global X Active Corporate Bond ETF,CA44051F1027,,,accepted_source_gap_no_openfigi_match,no_openfigi_match,OpenFIGI ID_ISIN mapping,2026-05-24T14:27:35Z,false,true,,,,source_gap_fields=none;source_gap_classes=none;source_of_truth_outcomes=none,true,tmx_etf_screener|tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_etf_screener|tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,reviewed_openfigi_no_match_source_gap,keep_figi_blank_after_reviewed_openfigi_no_match,stronger_figi_source_required_openfigi_no_match_reviewed,Stronger FIGI source or reviewed OpenFIGI re-check evidence; existing no-match remains a source gap.,Do not re-probe or fill FIGI from symbol/name; keep blank until stronger reviewed FIGI evidence exists.,isin_present,missing_figi_reviewed_source_gap_no_openfigi_match,no_isin_action_required,keep_blank_as_reviewed_openfigi_source_gap,stronger_figi_source_required_openfigi_no_match_reviewed,missing_isin=false;missing_figi=true;isin_decision=isin_present;figi_decision=missing_figi_reviewed_source_gap_no_openfigi_match;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=keep_blank_as_reviewed_openfigi_source_gap;openfigi_review_status=accepted_source_gap_no_openfigi_match;openfigi_review_decision=no_openfigi_match,keep_blank_as_documented_openfigi_source_gap_until_stronger_source
TSX::HAC,HAC,TSX,ETF,Global X Seasonal Rotation ETF,CA44049U1049,,,accepted_source_gap_no_openfigi_match,no_openfigi_match,OpenFIGI ID_ISIN mapping,2026-05-24T14:27:35Z,false,true,,,,source_gap_fields=none;source_gap_classes=none;source_of_truth_outcomes=none,true,tmx_etf_screener|tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_etf_screener|tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,reviewed_openfigi_no_match_source_gap,keep_figi_blank_after_reviewed_openfigi_no_match,stronger_figi_source_required_openfigi_no_match_reviewed,Stronger FIGI source or reviewed OpenFIGI re-check evidence; existing no-match remains a source gap.,Do not re-probe or fill FIGI from symbol/name; keep blank until stronger reviewed FIGI evidence exists.,isin_present,missing_figi_reviewed_source_gap_no_openfigi_match,no_isin_action_required,keep_blank_as_reviewed_openfigi_source_gap,stronger_figi_source_required_openfigi_no_match_reviewed,missing_isin=false;missing_figi=true;isin_decision=isin_present;figi_decision=missing_figi_reviewed_source_gap_no_openfigi_match;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=keep_blank_as_reviewed_openfigi_source_gap;openfigi_review_status=accepted_source_gap_no_openfigi_match;openfigi_review_decision=no_openfigi_match,keep_blank_as_documented_openfigi_source_gap_until_stronger_source
TSX::HAD,HAD,TSX,ETF,Global X Active Canadian Bond ETF,CA44051N1134,,,accepted_source_gap_no_openfigi_match,no_openfigi_match,OpenFIGI ID_ISIN mapping,2026-05-24T14:27:35Z,false,true,,,,source_gap_fields=none;source_gap_classes=none;source_of_truth_outcomes=none,true,tmx_etf_screener|tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_etf_screener|tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,reviewed_openfigi_no_match_source_gap,keep_figi_blank_after_reviewed_openfigi_no_match,stronger_figi_source_required_openfigi_no_match_reviewed,Stronger FIGI source or reviewed OpenFIGI re-check evidence; existing no-match remains a source gap.,Do not re-probe or fill FIGI from symbol/name; keep blank until stronger reviewed FIGI evidence exists.,isin_present,missing_figi_reviewed_source_gap_no_openfigi_match,no_isin_action_required,keep_blank_as_reviewed_openfigi_source_gap,stronger_figi_source_required_openfigi_no_match_reviewed,missing_isin=false;missing_figi=true;isin_decision=isin_present;figi_decision=missing_figi_reviewed_source_gap_no_openfigi_match;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=keep_blank_as_reviewed_openfigi_source_gap;openfigi_review_status=accepted_source_gap_no_openfigi_match;openfigi_review_decision=no_openfigi_match,keep_blank_as_documented_openfigi_source_gap_until_stronger_source
TSX::HAF,HAF,TSX,ETF,Global X Active Global Fixed Income ETF,CA44052P1172,,,accepted_source_gap_no_openfigi_match,no_openfigi_match,OpenFIGI ID_ISIN mapping,2026-05-24T14:27:35Z,false,true,,,,source_gap_fields=none;source_gap_classes=none;source_of_truth_outcomes=none,true,tmx_etf_screener|tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_etf_screener|tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,reviewed_openfigi_no_match_source_gap,keep_figi_blank_after_reviewed_openfigi_no_match,stronger_figi_source_required_openfigi_no_match_reviewed,Stronger FIGI source or reviewed OpenFIGI re-check evidence; existing no-match remains a source gap.,Do not re-probe or fill FIGI from symbol/name; keep blank until stronger reviewed FIGI evidence exists.,isin_present,missing_figi_reviewed_source_gap_no_openfigi_match,no_isin_action_required,keep_blank_as_reviewed_openfigi_source_gap,stronger_figi_source_required_openfigi_no_match_reviewed,missing_isin=false;missing_figi=true;isin_decision=isin_present;figi_decision=missing_figi_reviewed_source_gap_no_openfigi_match;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=keep_blank_as_reviewed_openfigi_source_gap;openfigi_review_status=accepted_source_gap_no_openfigi_match;openfigi_review_decision=no_openfigi_match,keep_blank_as_documented_openfigi_source_gap_until_stronger_source
TSX::HAZ,HAZ,TSX,ETF,Global X Active Global Dividend ETF,CA44051G1000,,,accepted_source_gap_no_openfigi_match,no_openfigi_match,OpenFIGI ID_ISIN mapping,2026-05-24T14:27:35Z,false,true,,,,source_gap_fields=none;source_gap_classes=none;source_of_truth_outcomes=none,true,tmx_etf_screener|tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_etf_screener|tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,reviewed_openfigi_no_match_source_gap,keep_figi_blank_after_reviewed_openfigi_no_match,stronger_figi_source_required_openfigi_no_match_reviewed,Stronger FIGI source or reviewed OpenFIGI re-check evidence; existing no-match remains a source gap.,Do not re-probe or fill FIGI from symbol/name; keep blank until stronger reviewed FIGI evidence exists.,isin_present,missing_figi_reviewed_source_gap_no_openfigi_match,no_isin_action_required,keep_blank_as_reviewed_openfigi_source_gap,stronger_figi_source_required_openfigi_no_match_reviewed,missing_isin=false;missing_figi=true;isin_decision=isin_present;figi_decision=missing_figi_reviewed_source_gap_no_openfigi_match;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=keep_blank_as_reviewed_openfigi_source_gap;openfigi_review_status=accepted_source_gap_no_openfigi_match;openfigi_review_decision=no_openfigi_match,keep_blank_as_documented_openfigi_source_gap_until_stronger_source
