listing_key,ticker,exchange,asset_type,name,instrument_scope,scope_reason,quality_status,issue_types,source_gap_field,source_gap_class,source_of_truth_outcome,source_gap_context,scope_decision,otc_review_decision_status,otc_review_decision_context,review_bucket,review_priority,scope_apply_eligibility,metadata_enrichment_gate,scope_review_context,review_strategy,verification_evidence_required,recommended_next_source,source_gate,recommended_action
OTC::BGTTF,BGTTF,OTC,Stock,Billy Goat Brands Ltd,extended,otc_listing,warn,official_name_mismatch,missing_sector_stock,otc_sector_source_gap,accepted_source_gap,quality_status=warn;issue_types=official_name_mismatch;source_gap_field=missing_sector_stock;source_gap_class=otc_sector_source_gap;source_of_truth_outcome=accepted_source_gap,already_extended_otc_listing,pending_otc_name_mismatch_review,listing_key=OTC::BGTTF;otc_review_decision_status=pending_otc_name_mismatch_review,official_name_mismatch_review_first,P2,already_extended_no_scope_change_required,otc_name_mismatch_review_required_before_name_or_metadata_changes,instrument_scope=extended;scope_reason=otc_listing;scope_decision=already_extended_otc_listing;scope_apply_eligibility=already_extended_no_scope_change_required;metadata_enrichment_gate=otc_name_mismatch_review_required_before_name_or_metadata_changes,resolve_listing_keyed_name_mismatch_before_metadata_work,reviewed_otc_name_mismatch_decision_before_name_or_metadata_change,"OTC name mismatch review, OTC Markets profile, SEC/issuer filing, or ISIN-anchored issuer history.",No canonical name or metadata change until the name mismatch has a reviewed listing-keyed decision.,use_otc_name_mismatch_review_before_name_changes
OTC::BICEY,BICEY,OTC,Stock,,extended,otc_listing,warn,official_name_mismatch,,,,quality_status=warn;issue_types=official_name_mismatch;source_gap_field=none;source_gap_class=none;source_of_truth_outcome=none,already_extended_otc_listing,pending_otc_name_mismatch_review,listing_key=OTC::BICEY;otc_review_decision_status=pending_otc_name_mismatch_review,official_name_mismatch_review_first,P2,already_extended_no_scope_change_required,otc_name_mismatch_review_required_before_name_or_metadata_changes,instrument_scope=extended;scope_reason=otc_listing;scope_decision=already_extended_otc_listing;scope_apply_eligibility=already_extended_no_scope_change_required;metadata_enrichment_gate=otc_name_mismatch_review_required_before_name_or_metadata_changes,resolve_listing_keyed_name_mismatch_before_metadata_work,reviewed_otc_name_mismatch_decision_before_name_or_metadata_change,"OTC name mismatch review, OTC Markets profile, SEC/issuer filing, or ISIN-anchored issuer history.",No canonical name or metadata change until the name mismatch has a reviewed listing-keyed decision.,use_otc_name_mismatch_review_before_name_changes
OTC::BKTPF,BKTPF,OTC,Stock,Cruz Cobalt Corp,extended,otc_listing,warn,official_name_mismatch,,,,quality_status=warn;issue_types=official_name_mismatch;source_gap_field=none;source_gap_class=none;source_of_truth_outcome=none,already_extended_otc_listing,pending_otc_name_mismatch_review,listing_key=OTC::BKTPF;otc_review_decision_status=pending_otc_name_mismatch_review,official_name_mismatch_review_first,P2,already_extended_no_scope_change_required,otc_name_mismatch_review_required_before_name_or_metadata_changes,instrument_scope=extended;scope_reason=otc_listing;scope_decision=already_extended_otc_listing;scope_apply_eligibility=already_extended_no_scope_change_required;metadata_enrichment_gate=otc_name_mismatch_review_required_before_name_or_metadata_changes,resolve_listing_keyed_name_mismatch_before_metadata_work,reviewed_otc_name_mismatch_decision_before_name_or_metadata_change,"OTC name mismatch review, OTC Markets profile, SEC/issuer filing, or ISIN-anchored issuer history.",No canonical name or metadata change until the name mismatch has a reviewed listing-keyed decision.,use_otc_name_mismatch_review_before_name_changes
OTC::BSENF,BSENF,OTC,Stock,Baselode Energy Corp,extended,otc_listing,warn,official_name_mismatch,,,,quality_status=warn;issue_types=official_name_mismatch;source_gap_field=none;source_gap_class=none;source_of_truth_outcome=none,already_extended_otc_listing,pending_otc_name_mismatch_review,listing_key=OTC::BSENF;otc_review_decision_status=pending_otc_name_mismatch_review,official_name_mismatch_review_first,P2,already_extended_no_scope_change_required,otc_name_mismatch_review_required_before_name_or_metadata_changes,instrument_scope=extended;scope_reason=otc_listing;scope_decision=already_extended_otc_listing;scope_apply_eligibility=already_extended_no_scope_change_required;metadata_enrichment_gate=otc_name_mismatch_review_required_before_name_or_metadata_changes,resolve_listing_keyed_name_mismatch_before_metadata_work,reviewed_otc_name_mismatch_decision_before_name_or_metadata_change,"OTC name mismatch review, OTC Markets profile, SEC/issuer filing, or ISIN-anchored issuer history.",No canonical name or metadata change until the name mismatch has a reviewed listing-keyed decision.,use_otc_name_mismatch_review_before_name_changes
OTC::CAPTF,CAPTF,OTC,Stock,Capitan Mining Inc,extended,otc_listing,warn,official_name_mismatch,,,,quality_status=warn;issue_types=official_name_mismatch;source_gap_field=none;source_gap_class=none;source_of_truth_outcome=none,already_extended_otc_listing,pending_otc_name_mismatch_review,listing_key=OTC::CAPTF;otc_review_decision_status=pending_otc_name_mismatch_review,official_name_mismatch_review_first,P2,already_extended_no_scope_change_required,otc_name_mismatch_review_required_before_name_or_metadata_changes,instrument_scope=extended;scope_reason=otc_listing;scope_decision=already_extended_otc_listing;scope_apply_eligibility=already_extended_no_scope_change_required;metadata_enrichment_gate=otc_name_mismatch_review_required_before_name_or_metadata_changes,resolve_listing_keyed_name_mismatch_before_metadata_work,reviewed_otc_name_mismatch_decision_before_name_or_metadata_change,"OTC name mismatch review, OTC Markets profile, SEC/issuer filing, or ISIN-anchored issuer history.",No canonical name or metadata change until the name mismatch has a reviewed listing-keyed decision.,use_otc_name_mismatch_review_before_name_changes
OTC::CDTAF,CDTAF,OTC,Stock,Carl Data Solutions Inc,extended,otc_listing,warn,official_name_mismatch,,,,quality_status=warn;issue_types=official_name_mismatch;source_gap_field=none;source_gap_class=none;source_of_truth_outcome=none,already_extended_otc_listing,pending_otc_name_mismatch_review,listing_key=OTC::CDTAF;otc_review_decision_status=pending_otc_name_mismatch_review,official_name_mismatch_review_first,P2,already_extended_no_scope_change_required,otc_name_mismatch_review_required_before_name_or_metadata_changes,instrument_scope=extended;scope_reason=otc_listing;scope_decision=already_extended_otc_listing;scope_apply_eligibility=already_extended_no_scope_change_required;metadata_enrichment_gate=otc_name_mismatch_review_required_before_name_or_metadata_changes,resolve_listing_keyed_name_mismatch_before_metadata_work,reviewed_otc_name_mismatch_decision_before_name_or_metadata_change,"OTC name mismatch review, OTC Markets profile, SEC/issuer filing, or ISIN-anchored issuer history.",No canonical name or metadata change until the name mismatch has a reviewed listing-keyed decision.,use_otc_name_mismatch_review_before_name_changes
OTC::CFRUY,CFRUY,OTC,Stock,,extended,otc_listing,warn,official_name_mismatch,,,,quality_status=warn;issue_types=official_name_mismatch;source_gap_field=none;source_gap_class=none;source_of_truth_outcome=none,already_extended_otc_listing,pending_otc_name_mismatch_review,listing_key=OTC::CFRUY;otc_review_decision_status=pending_otc_name_mismatch_review,official_name_mismatch_review_first,P2,already_extended_no_scope_change_required,otc_name_mismatch_review_required_before_name_or_metadata_changes,instrument_scope=extended;scope_reason=otc_listing;scope_decision=already_extended_otc_listing;scope_apply_eligibility=already_extended_no_scope_change_required;metadata_enrichment_gate=otc_name_mismatch_review_required_before_name_or_metadata_changes,resolve_listing_keyed_name_mismatch_before_metadata_work,reviewed_otc_name_mismatch_decision_before_name_or_metadata_change,"OTC name mismatch review, OTC Markets profile, SEC/issuer filing, or ISIN-anchored issuer history.",No canonical name or metadata change until the name mismatch has a reviewed listing-keyed decision.,use_otc_name_mismatch_review_before_name_changes
OTC::CLGCF,CLGCF,OTC,Stock,Clarity Gold Corp,extended,otc_listing,warn,official_name_mismatch,,,,quality_status=warn;issue_types=official_name_mismatch;source_gap_field=none;source_gap_class=none;source_of_truth_outcome=none,already_extended_otc_listing,pending_otc_name_mismatch_review,listing_key=OTC::CLGCF;otc_review_decision_status=pending_otc_name_mismatch_review,official_name_mismatch_review_first,P2,already_extended_no_scope_change_required,otc_name_mismatch_review_required_before_name_or_metadata_changes,instrument_scope=extended;scope_reason=otc_listing;scope_decision=already_extended_otc_listing;scope_apply_eligibility=already_extended_no_scope_change_required;metadata_enrichment_gate=otc_name_mismatch_review_required_before_name_or_metadata_changes,resolve_listing_keyed_name_mismatch_before_metadata_work,reviewed_otc_name_mismatch_decision_before_name_or_metadata_change,"OTC name mismatch review, OTC Markets profile, SEC/issuer filing, or ISIN-anchored issuer history.",No canonical name or metadata change until the name mismatch has a reviewed listing-keyed decision.,use_otc_name_mismatch_review_before_name_changes
OTC::CMCXF,CMCXF,OTC,Stock,,extended,otc_listing,warn,official_name_mismatch,,,,quality_status=warn;issue_types=official_name_mismatch;source_gap_field=none;source_gap_class=none;source_of_truth_outcome=none,already_extended_otc_listing,pending_otc_name_mismatch_review,listing_key=OTC::CMCXF;otc_review_decision_status=pending_otc_name_mismatch_review,official_name_mismatch_review_first,P2,already_extended_no_scope_change_required,otc_name_mismatch_review_required_before_name_or_metadata_changes,instrument_scope=extended;scope_reason=otc_listing;scope_decision=already_extended_otc_listing;scope_apply_eligibility=already_extended_no_scope_change_required;metadata_enrichment_gate=otc_name_mismatch_review_required_before_name_or_metadata_changes,resolve_listing_keyed_name_mismatch_before_metadata_work,reviewed_otc_name_mismatch_decision_before_name_or_metadata_change,"OTC name mismatch review, OTC Markets profile, SEC/issuer filing, or ISIN-anchored issuer history.",No canonical name or metadata change until the name mismatch has a reviewed listing-keyed decision.,use_otc_name_mismatch_review_before_name_changes
OTC::CNMTF,CNMTF,OTC,Stock,Canadian Metals Inc,extended,otc_listing,warn,official_name_mismatch,,,,quality_status=warn;issue_types=official_name_mismatch;source_gap_field=none;source_gap_class=none;source_of_truth_outcome=none,already_extended_otc_listing,pending_otc_name_mismatch_review,listing_key=OTC::CNMTF;otc_review_decision_status=pending_otc_name_mismatch_review,official_name_mismatch_review_first,P2,already_extended_no_scope_change_required,otc_name_mismatch_review_required_before_name_or_metadata_changes,instrument_scope=extended;scope_reason=otc_listing;scope_decision=already_extended_otc_listing;scope_apply_eligibility=already_extended_no_scope_change_required;metadata_enrichment_gate=otc_name_mismatch_review_required_before_name_or_metadata_changes,resolve_listing_keyed_name_mismatch_before_metadata_work,reviewed_otc_name_mismatch_decision_before_name_or_metadata_change,"OTC name mismatch review, OTC Markets profile, SEC/issuer filing, or ISIN-anchored issuer history.",No canonical name or metadata change until the name mismatch has a reviewed listing-keyed decision.,use_otc_name_mismatch_review_before_name_changes
OTC::CNPRF,CNPRF,OTC,Stock,Condor Petroleum Inc,extended,otc_listing,warn,official_name_mismatch,,,,quality_status=warn;issue_types=official_name_mismatch;source_gap_field=none;source_gap_class=none;source_of_truth_outcome=none,already_extended_otc_listing,pending_otc_name_mismatch_review,listing_key=OTC::CNPRF;otc_review_decision_status=pending_otc_name_mismatch_review,official_name_mismatch_review_first,P2,already_extended_no_scope_change_required,otc_name_mismatch_review_required_before_name_or_metadata_changes,instrument_scope=extended;scope_reason=otc_listing;scope_decision=already_extended_otc_listing;scope_apply_eligibility=already_extended_no_scope_change_required;metadata_enrichment_gate=otc_name_mismatch_review_required_before_name_or_metadata_changes,resolve_listing_keyed_name_mismatch_before_metadata_work,reviewed_otc_name_mismatch_decision_before_name_or_metadata_change,"OTC name mismatch review, OTC Markets profile, SEC/issuer filing, or ISIN-anchored issuer history.",No canonical name or metadata change until the name mismatch has a reviewed listing-keyed decision.,use_otc_name_mismatch_review_before_name_changes
OTC::CPKOF,CPKOF,OTC,Stock,Castle Peak Mining Ltd,extended,otc_listing,warn,official_name_mismatch,,,,quality_status=warn;issue_types=official_name_mismatch;source_gap_field=none;source_gap_class=none;source_of_truth_outcome=none,already_extended_otc_listing,pending_otc_name_mismatch_review,listing_key=OTC::CPKOF;otc_review_decision_status=pending_otc_name_mismatch_review,official_name_mismatch_review_first,P2,already_extended_no_scope_change_required,otc_name_mismatch_review_required_before_name_or_metadata_changes,instrument_scope=extended;scope_reason=otc_listing;scope_decision=already_extended_otc_listing;scope_apply_eligibility=already_extended_no_scope_change_required;metadata_enrichment_gate=otc_name_mismatch_review_required_before_name_or_metadata_changes,resolve_listing_keyed_name_mismatch_before_metadata_work,reviewed_otc_name_mismatch_decision_before_name_or_metadata_change,"OTC name mismatch review, OTC Markets profile, SEC/issuer filing, or ISIN-anchored issuer history.",No canonical name or metadata change until the name mismatch has a reviewed listing-keyed decision.,use_otc_name_mismatch_review_before_name_changes
