financialdata_symbol,financialdata_ticker,financialdata_exchange,financialdata_name,financialdata_review_scope,official_ticker,official_exchange,official_name,official_isin,official_source_key,official_reference_scope,decision,reason,financialdata_review_queue,review_priority,review_strategy,apply_eligibility,verification_evidence_required,recommended_next_source,source_gate,financialdata_discovery_context,official_identity_context,supplement_review_context
BP.L,BP,LSE,BP p.l.c.,current_exchange_gap,,,,,,,reject,no_name_gated_official_isin_match,keep_absent_until_official_name_gated_match,P2,keep_absent_until_official_name_gated_identifier_evidence_exists,keep_absent_until_name_gated_official_isin_match,official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing,"Official active masterfile, registry, or issuer source matching FinancialData name and listing identity.",Keep absent until an official active source satisfies exact name/listing identity and ISIN gates.,financialdata_exchange=LSE;financialdata_ticker=BP;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=no_name_gated_official_isin_match;financialdata_review_queue=keep_absent_until_official_name_gated_match;apply_eligibility=keep_absent_until_name_gated_official_isin_match;verification_evidence_required=official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing
BRSN.L,BRSN,LSE,Berendsen plc,current_exchange_gap,,,,,,,reject,no_name_gated_official_isin_match,keep_absent_until_official_name_gated_match,P2,keep_absent_until_official_name_gated_identifier_evidence_exists,keep_absent_until_name_gated_official_isin_match,official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing,"Official active masterfile, registry, or issuer source matching FinancialData name and listing identity.",Keep absent until an official active source satisfies exact name/listing identity and ISIN gates.,financialdata_exchange=LSE;financialdata_ticker=BRSN;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=no_name_gated_official_isin_match;financialdata_review_queue=keep_absent_until_official_name_gated_match;apply_eligibility=keep_absent_until_name_gated_official_isin_match;verification_evidence_required=official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing
CARD.L,CARD,LSE,Card Factory plc,current_exchange_gap,CARD,LSE,CARD FACTORY PLC,GB00BLY2F708,lse_price_explorer,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=LSE;financialdata_ticker=CARD;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=LSE;official_ticker=CARD;official_source_key=lse_price_explorer;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
CORE.L,CORE,LSE,Solidcore Resources plc,current_exchange_gap,,,,,,,reject,no_name_gated_official_isin_match,keep_absent_until_official_name_gated_match,P2,keep_absent_until_official_name_gated_identifier_evidence_exists,keep_absent_until_name_gated_official_isin_match,official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing,"Official active masterfile, registry, or issuer source matching FinancialData name and listing identity.",Keep absent until an official active source satisfies exact name/listing identity and ISIN gates.,financialdata_exchange=LSE;financialdata_ticker=CORE;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=no_name_gated_official_isin_match;financialdata_review_queue=keep_absent_until_official_name_gated_match;apply_eligibility=keep_absent_until_name_gated_official_isin_match;verification_evidence_required=official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing
CSLT.L,CSLT,LSE,Cosalt plc,current_exchange_gap,,,,,,,reject,no_name_gated_official_isin_match,keep_absent_until_official_name_gated_match,P2,keep_absent_until_official_name_gated_identifier_evidence_exists,keep_absent_until_name_gated_official_isin_match,official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing,"Official active masterfile, registry, or issuer source matching FinancialData name and listing identity.",Keep absent until an official active source satisfies exact name/listing identity and ISIN gates.,financialdata_exchange=LSE;financialdata_ticker=CSLT;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=no_name_gated_official_isin_match;financialdata_review_queue=keep_absent_until_official_name_gated_match;apply_eligibility=keep_absent_until_name_gated_official_isin_match;verification_evidence_required=official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing
CTEC.L,CTEC,LSE,Convatec Group plc,current_exchange_gap,CTEC,LSE,CONVATEC GROUP PLC,GB00BD3VFW73,lse_price_explorer,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=LSE;financialdata_ticker=CTEC;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=LSE;official_ticker=CTEC;official_source_key=lse_price_explorer;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
DLAR.L,DLAR,LSE,De La Rue plc,current_exchange_gap,,,,,,,reject,no_name_gated_official_isin_match,keep_absent_until_official_name_gated_match,P2,keep_absent_until_official_name_gated_identifier_evidence_exists,keep_absent_until_name_gated_official_isin_match,official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing,"Official active masterfile, registry, or issuer source matching FinancialData name and listing identity.",Keep absent until an official active source satisfies exact name/listing identity and ISIN gates.,financialdata_exchange=LSE;financialdata_ticker=DLAR;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=no_name_gated_official_isin_match;financialdata_review_queue=keep_absent_until_official_name_gated_match;apply_eligibility=keep_absent_until_name_gated_official_isin_match;verification_evidence_required=official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing
DLN.L,DLN,LSE,Derwent London plc,current_exchange_gap,DLN,LSE,DERWENT LONDON PLC,GB0002652740,lse_price_explorer,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=LSE;financialdata_ticker=DLN;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=LSE;official_ticker=DLN;official_source_key=lse_price_explorer;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
DWL.L,DWL,LSE,Dowlais Group plc,current_exchange_gap,,,,,,,reject,no_name_gated_official_isin_match,keep_absent_until_official_name_gated_match,P2,keep_absent_until_official_name_gated_identifier_evidence_exists,keep_absent_until_name_gated_official_isin_match,official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing,"Official active masterfile, registry, or issuer source matching FinancialData name and listing identity.",Keep absent until an official active source satisfies exact name/listing identity and ISIN gates.,financialdata_exchange=LSE;financialdata_ticker=DWL;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=no_name_gated_official_isin_match;financialdata_review_queue=keep_absent_until_official_name_gated_match;apply_eligibility=keep_absent_until_name_gated_official_isin_match;verification_evidence_required=official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing
EDV.L,EDV,LSE,Endeavour Mining plc,current_exchange_gap,EDV,LSE,ENDEAVOUR MINING PLC,GB00BL6K5J42,lse_price_explorer,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=LSE;financialdata_ticker=EDV;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=LSE;official_ticker=EDV;official_source_key=lse_price_explorer;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
