target_listing_key,ticker,target_exchange,official_name,official_asset_type,official_isin,official_source_key,existing_listing_keys,existing_exchanges,existing_names,existing_asset_types,existing_isins,same_isin_listing_keys,identity_evidence,collision_risk_flags,deepseek_decision_candidate,deepseek_confidence,deepseek_evidence_needed,deepseek_rationale,deepseek_do_not_apply_reason,review_queue,review_gate,recommended_next_action
Euronext::DGRA,DGRA,Euronext,WisdomTree US Quality Dividend Growth UCITS ETF - USD Acc,ETF,IE00BZ56RG20,euronext_etfs,LSE::DGRA,LSE,WisdomTree US Quality Dividend Growth UCITS ETF - USD Acc,ETF,IE00BZ56RG20,LSE::DGRA|LSE::DGRG|OTC::WDSSF|OTC::WSDDF|XETRA::WTDM,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.9,"Official confirmation from Euronext or issuer that IE00BZ56RG20 is traded on Euronext as a cross-listing, not a duplicate record.","Same ISIN, exact name, and asset type match existing LSE listing. Identity evidence is strong, but cross-listings must be verified to avoid accidental duplication in the masterfile.",Direct application without human review risks creating a duplicate instrument record.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::DOTVE,DOTVE,Euronext,VALOUR POLKADOT,ETF,CH1114178812,euronext_etfs,AMS::DOTVE,AMS,VALOUR POLKADOT,ETF,CH1114178812,AMS::DOTVE,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.9,Official confirmation from Euronext or issuer that CH1114178812 is traded on Euronext as a cross-listing.,"Same ISIN, exact name, and asset type match existing Amsterdam listing. Strong identity evidence, but conservative review demands verification.",Direct application without human review risks creating a duplicate instrument record.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::DRON,DRON,Euronext,Drone UCITS ETF,ETF,IE0003XW12I8,euronext_etfs,XETRA::DRON,XETRA,Drone UCITS ETF,ETF,IE0003XW12I8,XETRA::DRON,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.9,Official confirmation from Euronext or issuer that IE0003XW12I8 is traded on Euronext as a cross-listing.,"Same ISIN, exact name, and asset type match existing XETRA listing. Identity evidence is clear, but requires human verification to confirm cross-listing.",Direct application without human review risks creating a duplicate instrument record.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::EAAA,EAAA,Euronext,Fair Oaks AAA CLO UCITS ETF EUR Acc,ETF,LU2825556892,euronext_etfs,XETRA::EAAA,XETRA,Fair Oaks AAA CLO UCITS ETF EUR Acc,ETF,LU2825556892,XETRA::EAAA,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.9,Official confirmation from Euronext or issuer that LU2825556892 is traded on Euronext as a cross-listing.,"Same ISIN, exact name, and asset type match existing XETRA listing. Strong evidence suggests cross-listing, but human review is needed for final confirmation.",Direct application without human review risks creating a duplicate instrument record.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::ECOM,ECOM,Euronext,L&G ECOMMERCE LOGISTICS UCITS ETF,ETF,IE00BF0M6N54,euronext_etfs,LSE::ECOM,LSE,L&G Ecommerce Logistics UCITS ETF,ETF,IE00BF0M6N54,LSE::ECOG|LSE::ECOM|XETRA::ETLH,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.9,Official confirmation from Euronext or issuer that IE00BF0M6N54 is traded on Euronext as a cross-listing.,"Same ISIN, near-exact name match (capitalization difference), and asset type match existing LSE listing. Strong identity evidence, but human verification needed for cross-listing.",Direct application without human review risks creating a duplicate instrument record.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::EGRA,EGRA,Euronext,WisdomTree Eurozone Quality Dividend Growth UCITS ETF - EUR Acc,ETF,IE00BZ56TQ67,euronext_etfs,LSE::EGRA,LSE,WisdomTree Eurozone Quality Dividend Growth UCITS ETF - EUR Acc,ETF,IE00BZ56TQ67,LSE::EGRA|LSE::EGRG|XETRA::WTIM,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,Confirm that Euronext listing is a cross-listing of the existing LSE listing using official ISIN IE00BZ56TQ67; ticker reuse unlikely but possible.,"Official ISIN IE00BZ56TQ67, exact name match, and same asset type (ETF) strongly indicate the same WisdomTree ETF cross-listed on Euronext and LSE.",Cross-listing detected; manual review needed to assign master record and avoid duplication.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::EIBB,EIBB,Euronext,INVESCO EURO GOVERNMENT BOND UCITS ETF,ETF,IE00BGJWWX56,euronext_etfs,XETRA::EIBB,XETRA,Invesco Euro Government Bond UCITS ETF,ETF,IE00BGJWWX56,XETRA::EIBB,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,Verify that the XETRA listing (ISIN IE00BGJWWX56) and Euronext listing represent the same Invesco ETF; ISIN match provides strong evidence.,"Matching official ISIN IE00BGJWWX56, identical name and ETF type confirm cross-listing of Invesco Euro Government Bond UCITS ETF between Euronext and XETRA.",Cross-listing requires determination of a single master record; do not apply automatically.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::EJP3,EJP3,Euronext,WISDOMTREE LONG JPY SHORT EUR 3X DAILY,ETF,JE00B3WDZY68,euronext_etfs,AMS::EJP3,AMS,WisdomTree Long JPY Short EUR 3x Daily,ETF,JE00B3WDZY68,AMS::EJP3,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,Confirm that AMS (Euronext Amsterdam) and Euronext listings for WisdomTree Long JPY Short EUR 3x Daily are duplicates; ISIN JE00B3WDZY68 uniquely identifies the product.,Official ISIN JE00B3WDZY68 and name match indicate the same leveraged ETF listed on two Euronext venues; likely same issuer.,Cross-listing within Euronext group; manual review needed to consolidate listings.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::EMHD,EMHD,Euronext,Invesco FTSE Emerging Markets High Dividend Low Volatility UCITS ETF,ETF,IE00BYYXBF44,euronext_etfs,LSE::EMHD,LSE,Invesco FTSE Emerging Markets High Dividend Low Volatility UCITS ETF,ETF,IE00BYYXBF44,LSE::EMHD|LSE::HDEM|XETRA::EHDL,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,Validate that Euronext listing and existing LSE listing (ISIN IE00BYYXBF44) are the same FTSE EM High Dividend Low Vol ETF; cross-listings also found on LSE (HDEM) and XETRA (EHDL).,"Official ISIN IE00BYYXBF44, identical name and ETF classification confirm cross-listing of Invesco ETF across Euronext, LSE, and XETRA.",Multiple cross-listings exist; manual master record selection required.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::EMMUSC,EMMUSC,Euronext,UBS Core MSCI EM UCITS ETF USD acc,ETF,LU0950674175,euronext_etfs,SIX::EMMUSC,SIX,UBS Core MSCI EM UCITS ETF USD acc,ETF,LU0950674175,SIX::EMMUSC,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,Confirm that SIX Swiss Exchange listing (ISIN LU0950674175) and Euronext listing refer to the same UBS Core MSCI EM UCITS ETF; ISIN match suffices.,"Official ISIN LU0950674175, exact name match, and same ETF type demonstrate cross-listing of the UBS ETF between Euronext and SIX.",Cross-listing identified; manual resolution needed to avoid duplicate records.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::EMUSRI,EMUSRI,Euronext,UBS MSCI EMU Socially Responsible UCITS ETF EUR acc,ETF,LU0950674761,euronext_etfs,SIX::EMUSRI,SIX,UBS MSCI EMU Socially Responsible UCITS ETF EUR acc,ETF,LU0950674761,SIX::EMUSRI,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,,Same ISIN and name; cross-listing of existing SIX listing.,Already listed on SIX with same ISIN.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::EQAC,EQAC,Euronext,INVESCO EQQQ NASDAQ-100 UCITS ETF ACC,ETF,IE00BFZXGZ54,euronext_etfs,SIX::EQAC,SIX,Invesco EQQQ NASDAQ-100 UCITS ETF Acc,ETF,IE00BFZXGZ54,SIX::EQAC|XETRA::EQQB,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,,Same ISIN and name; cross-listing of existing SIX and XETRA listings.,Already listed on other exchanges with same ISIN.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::EQQQ,EQQQ,Euronext,Invesco EQQQ Nasdaq-100 UCITS ETF,ETF,IE0032077012,euronext_etfs,LSE::EQQQ,LSE,Invesco EQQQ NASDAQ-100 UCITS ETF,ETF,IE0032077012,LSE::EQQQ|LSE::EQQU,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,,Same ISIN and name; cross-listing of existing LSE listings.,Already listed on LSE with same ISIN.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::ETH0E,ETH0E,Euronext,VALOUR ETHEREUM ZERO,ETF,CH0585378752,euronext_etfs,AMS::ETH0E,AMS,VALOUR ETHEREUM ZERO,ETF,CH0585378752,AMS::ETH0E,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,,Same ISIN and name; cross-listing of AMS listing within Euronext group.,Already listed on Euronext Amsterdam with same ISIN.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::EUEE,EUEE,Euronext,iShares Europe Equity Enhanced Active UCITS ETF EUR (Acc),ETF,IE00000EF730,euronext_etfs,XETRA::EUEE,XETRA,iShares Europe Equity Enhanced Active UCITS ETF EUR (Acc),ETF,IE00000EF730,XETRA::EUEE,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.98,None; ISIN and name match across exchanges provide sufficient evidence of same issuer and instrument.,"Same ISIN (IE00000EF730), name, and asset type indicate this is the same ETF listed on both Euronext and XETRA. Likely a cross-listing.",Cross-listing detected; manual review needed to decide on master merge or separate listing.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::EUJP,EUJP,Euronext,WISDOMTREE LONG JPY SHORT EUR,ETF,JE00B3MWC642,euronext_etfs,AMS::EUJP,AMS,WisdomTree Long JPY Short EUR,ETF,JE00B3MWC642,AMS::EUJP|XETRA::SJPS,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.98,None; ISIN and name match across exchanges provide sufficient evidence of same issuer and instrument.,"Same ISIN (JE00B3MWC642), name, and asset type indicate this is the same ETF listed on Euronext and previously seen on AMS and XETRA. Likely a cross-listing.",Cross-listing detected; manual review needed to decide on master merge or separate listing.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::EUREUA,EUREUA,Euronext,UBS Core MSCI Europe UCITS ETF EUR dis,ETF,LU0446734104,euronext_etfs,SIX::EUREUA,SIX,UBS Core MSCI Europe UCITS ETF EUR dis,ETF,LU0446734104,LSE::UB12|SIX::EUREUA|XETRA::UIMA,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.98,None; ISIN and name match across exchanges provide sufficient evidence of same issuer and instrument.,"Same ISIN (LU0446734104), name, and asset type indicate this is the same ETF listed on Euronext and previously seen on SIX, LSE, XETRA. Likely a cross-listing.",Cross-listing detected; manual review needed to decide on master merge or separate listing.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::EUS3,EUS3,Euronext,WISDOMTREE LONG USD SHORT EUR 3X DAILY,ETF,JE00B3QQ4551,euronext_etfs,AMS::EUS3,AMS,WisdomTree Long USD Short EUR 3x Daily,ETF,JE00B3QQ4551,AMS::EUS3,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.98,None; ISIN and name match across exchanges provide sufficient evidence of same issuer and instrument.,"Same ISIN (JE00B3QQ4551), name, and asset type indicate this is the same ETF listed on Euronext and previously seen on AMS. Likely a cross-listing.",Cross-listing detected; manual review needed to decide on master merge or separate listing.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::EXCN,EXCN,Euronext,Franklin FTSE Emerging ex China UCITS ETF,ETF,IE0006D3PGW3,euronext_etfs,XETRA::EXCN,XETRA,Franklin FTSE Emerging ex China UCITS ETF,ETF,IE0006D3PGW3,XETRA::EXCN,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.98,None; ISIN and name match across exchanges provide sufficient evidence of same issuer and instrument.,"Same ISIN (IE0006D3PGW3), name, and asset type indicate this is the same ETF listed on Euronext and XETRA. Likely a cross-listing.",Cross-listing detected; manual review needed to decide on master merge or separate listing.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::FLQA,FLQA,Euronext,Franklin FTSE Asia ex China ex Japan UCITS ETF,ETF,IE00BFWXDV39,euronext_etfs,LSE::FLQA,LSE,Franklin FTSE Asia ex China ex Japan UCITS ETF,ETF,IE00BFWXDV39,LSE::FLQA|LSE::FRQX|XETRA::FVSJ,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,None,Matching ISIN (IE00BFWXDV39) and identical name confirm cross-listing of the same ETF on Euronext. Existing listings on LSE with same ISIN and name.,"Cross-listing, no database change needed.",manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::FLXB,FLXB,Euronext,FRANKLIN FTSE BRAZIL UCITS ETF,ETF,IE00BHZRQY00,euronext_etfs,LSE::FLXB,LSE,Franklin FTSE Brazil UCITS ETF,ETF,IE00BHZRQY00,LSE::FLXB|LSE::FVUB,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,None,Matching ISIN (IE00BHZRQY00) and identical name confirm cross-listing of the same ETF on Euronext. Existing listing on LSE with same ISIN and name.,"Cross-listing, no database change needed.",manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::FLXC,FLXC,Euronext,FRANKLIN FTSE CHINA UCITS ETF,ETF,IE00BHZRR147,euronext_etfs,LSE::FLXC,LSE,Franklin FTSE China UCITS ETF,ETF,IE00BHZRR147,LSE::FLXC|LSE::FRCH,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,None,Matching ISIN (IE00BHZRR147) and identical name confirm cross-listing of the same ETF on Euronext. Existing listing on LSE with same ISIN and name.,"Cross-listing, no database change needed.",manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::FLXJ,FLXJ,Euronext,Franklin FTSE Japan UCITS ETF,ETF,IE000D0T0BO1,euronext_etfs,XETRA::FLXJ,XETRA,Franklin FTSE Japan UCITS ETF,ETF,IE000D0T0BO1,XETRA::FLXJ,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,None,Matching ISIN (IE000D0T0BO1) and identical name confirm cross-listing of the same ETF on Euronext. Existing listing on XETRA with same ISIN and name.,"Cross-listing, no database change needed.",manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::FLXK,FLXK,Euronext,FRANKLIN FTSE KOREA UCITS ETF,ETF,IE00BHZRR030,euronext_etfs,LSE::FLXK,LSE,Franklin FTSE Korea UCITS ETF,ETF,IE00BHZRR030,LSE::FLRK|LSE::FLXK,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,None,Matching ISIN (IE00BHZRR030) and identical name confirm cross-listing of the same ETF on Euronext. Existing listing on LSE with same ISIN and name.,"Cross-listing, no database change needed.",manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::FOFD,FOFD,Euronext,Franklin Future of Food UCITS ETF,ETF,IE000ZOKLHY7,euronext_etfs,XETRA::FOFD,XETRA,Franklin Future of Food UCITS ETF,ETF,IE000ZOKLHY7,LSE::FRFD|XETRA::FOFD,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,,"FOFD on Euronext matches XETRA listing with same ISIN (IE000ZOKLHY7), identical name, and ETF asset type. Strong identity evidence suggests cross-listing.",Requires human review to confirm and merge as same issuer cross-listing.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::FYEI,FYEI,Euronext,Fidelity EUR HY Corp Bond Research Enhanced PAB UCITS ETF - Inc,ETF,IE000HDEYKM3,euronext_etfs,XETRA::FYEI,XETRA,Fidelity EUR HY Corp Bond Research Enhanced PAB UCITS ETF - Inc,ETF,IE000HDEYKM3,XETRA::FYEI,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,,"FYEI on Euronext matches XETRA listing with same ISIN (IE000HDEYKM3), identical name, and ETF asset type. Strong identity evidence suggests cross-listing.",Requires human review to confirm and merge as same issuer cross-listing.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::GBSE,GBSE,Euronext,WisdomTree Physical Gold - EUR Daily Hedged,ETF,JE00B8DFY052,euronext_etfs,XETRA::GBSE,XETRA,WisdomTree Physical Gold - EUR Daily Hedged,ETF,JE00B8DFY052,XETRA::GBSE,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,,"GBSE on Euronext matches XETRA listing with same ISIN (JE00B8DFY052), identical name, and ETF asset type. Strong identity evidence suggests cross-listing.",Requires human review to confirm and merge as same issuer cross-listing.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::GGRA,GGRA,Euronext,WisdomTree Global Quality Dividend Growth UCITS ETF - USD Acc,ETF,IE00BZ56SW52,euronext_etfs,LSE::GGRA,LSE,WisdomTree Global Quality Dividend Growth UCITS ETF - USD Acc,ETF,IE00BZ56SW52,LSE::GGRA|LSE::GGRG|XETRA::WTEM,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,,"GGRA on Euronext matches LSE listing with same ISIN (IE00BZ56SW52), identical name, and ETF asset type. Additional same-ISIN listings exist. Strong identity evidence suggests cross-listing.",Requires human review to confirm and merge as same issuer cross-listing.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::GLUG,GLUG,Euronext,L&G CLEAN WATER UCITS ETF,ETF,IE00BK5BC891,euronext_etfs,LSE::GLUG,LSE,L&G Clean Water UCITS ETF,ETF,IE00BK5BC891,LSE::GLUG|NASDAQ::GLGG|XETRA::XMLC,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,,"GLUG on Euronext matches LSE listing with same ISIN (IE00BK5BC891), identical name (case-insensitive match), and ETF asset type. Additional same-ISIN listings exist. Strong identity evidence suggests cross-listing.",Requires human review to confirm and merge as same issuer cross-listing.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::GOAI,GOAI,Euronext,Amundi MSCI Robotics & AI UCITS ETF Acc,ETF,LU1861132840,euronext_etfs,XETRA::GOAI,XETRA,Amundi MSCI Robotics & AI UCITS ETF Acc,ETF,LU1861132840,XETRA::GOAI,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,None,"Same ISIN, name, and asset type; cross-listed on Euronext and XETRA.",Manual review required to confirm exchange mapping for cross-listed ETFs.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
