listing_key,ticker,exchange,asset_type,name,gap_class,source_of_truth_outcome,core_action,fill_action,review_needed,recommended_next_source,source_gate,official_source_context,official_capability,official_masterfile_match,official_masterfile_sources,official_masterfile_sector_values,official_masterfile_exposes_sector,weak_sector_resolution_queue,residual_decision,review_bucket,review_priority,apply_eligibility,verification_evidence_required,review_strategy,recommended_next_action
PSE::PREIT,PREIT,PSE,Stock,Premiere Island Power REIT Corp.,fundlike_stock_sector_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,Official listing scope evidence before any sector enrichment.,"No sector fill until the listing is confirmed as core, extended, or excluded.",official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,core_exclusion_candidate_scope_review_before_sector_fill,core_exclusion_candidate_requires_scope_review,scope_review_before_sector_fill,P1,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_sector_enrichment,scope_review_before_weak_sector_enrichment,review_scope_before_sector_enrichment
PSE::RLT,RLT,PSE,Stock,Philippine Realty and Holdings Corp,shell_or_cpc_sector_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,Official listing scope evidence before any sector enrichment.,"No sector fill until the listing is confirmed as core, extended, or excluded.",official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,core_exclusion_candidate_scope_review_before_sector_fill,core_exclusion_candidate_requires_scope_review,scope_review_before_sector_fill,P1,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_sector_enrichment,scope_review_before_weak_sector_enrichment,review_scope_before_sector_enrichment
SEM::DELN,DELN,SEM,Stock,GRIT REAL ESTATE INCOME GROUP LIMITED - (USD),fundlike_stock_sector_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,Official listing scope evidence before any sector enrichment.,"No sector fill until the listing is confirmed as core, extended, or excluded.",official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,core_exclusion_candidate_scope_review_before_sector_fill,core_exclusion_candidate_requires_scope_review,scope_review_before_sector_fill,P1,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_sector_enrichment,scope_review_before_weak_sector_enrichment,review_scope_before_sector_enrichment
SEM::NITL,NITL,SEM,Stock,NATIONAL INVESTMENT TRUST LTD,fundlike_stock_sector_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,Official listing scope evidence before any sector enrichment.,"No sector fill until the listing is confirmed as core, extended, or excluded.",official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,core_exclusion_candidate_scope_review_before_sector_fill,core_exclusion_candidate_requires_scope_review,scope_review_before_sector_fill,P1,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_sector_enrichment,scope_review_before_weak_sector_enrichment,review_scope_before_sector_enrichment
CSE_MA::AFMA,AFMA,CSE_MA,Stock,AFMA ASSUREUR CONSEIL,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::AFRIC-INDU,AFRIC-INDU,CSE_MA,Stock,AFRIC INDUSTRIES SA,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::AFRIQUIA-G,AFRIQUIA-G,CSE_MA,Stock,AFRIQUIA GAZ,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::AGMA,AGMA,CSE_MA,Stock,AGMA LAHLOU-TAZI,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::AKDITAL,AKDITAL,CSE_MA,Stock,AKDITAL,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::ALLIANCES,ALLIANCES,CSE_MA,Stock,ALLIANCES DEVELOPPEMENT IMMOBILIER,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::ALUMINIUM-,ALUMINIUM-,CSE_MA,Stock,ALUMINIUM DU MAROC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::ARADEI-CAP,ARADEI-CAP,CSE_MA,Stock,ARADEI CAPITAL,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::ATLANTASAN,ATLANTASAN,CSE_MA,Stock,ATLANTASANAD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::ATTIJARIWA,ATTIJARIWA,CSE_MA,Stock,ATTIJARIWAFA BANK,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::AUTO-HALL,AUTO-HALL,CSE_MA,Stock,AUTO HALL,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
