listing_key,ticker,exchange,asset_type,name,instrument_scope,scope_reason,quality_status,issue_types,source_gap_field,source_gap_class,source_of_truth_outcome,scope_decision,otc_review_decision_status,metadata_enrichment_gate,deepseek_decision_candidate,deepseek_confidence,deepseek_evidence_needed,deepseek_rationale,deepseek_do_not_apply_reason,review_queue,review_gate,recommended_next_action
OTC::CNPRF,CNPRF,OTC,Stock,Condor Petroleum Inc,extended,otc_listing,warn,official_name_mismatch,,,,already_extended_otc_listing,pending_otc_name_mismatch_review,otc_name_mismatch_review_required_before_name_or_metadata_changes,needs_official_evidence,0.3,"Official issuer name from exchange, regulatory filing, or issuer website to resolve official_name_mismatch. No source gap info available.",Ticker has official_name_mismatch alert and no source_gap acceptance. Cannot confirm correct name without official evidence. Review required before applying any name or metadata changes.,Missing official name verification.,official_name_mismatch_evidence_review,"Do not change name, aliases, sector, or scope until a listing-keyed OTC Markets, SEC, issuer, or ISIN-anchored issuer-history source resolves the name mismatch.",Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CPKOF,CPKOF,OTC,Stock,Castle Peak Mining Ltd,extended,otc_listing,warn,official_name_mismatch,,,,already_extended_otc_listing,pending_otc_name_mismatch_review,otc_name_mismatch_review_required_before_name_or_metadata_changes,needs_official_evidence,0.3,"Official issuer name from exchange, regulatory filing, or issuer website to resolve official_name_mismatch. No source gap info available.",Ticker has official_name_mismatch alert and no source_gap acceptance. Cannot confirm correct name without official evidence. Review required before applying any name or metadata changes.,Missing official name verification.,official_name_mismatch_evidence_review,"Do not change name, aliases, sector, or scope until a listing-keyed OTC Markets, SEC, issuer, or ISIN-anchored issuer-history source resolves the name mismatch.",Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CPPKF,CPPKF,OTC,Stock,,extended,otc_listing,warn,official_name_mismatch,,,,already_extended_otc_listing,pending_otc_name_mismatch_review,otc_name_mismatch_review_required_before_name_or_metadata_changes,needs_official_evidence,0.3,"Official issuer name from exchange, regulatory filing, or issuer website to resolve official_name_mismatch. No source gap info available.",Ticker has official_name_mismatch alert and no source_gap acceptance. Cannot confirm correct name without official evidence. Review required before applying any name or metadata changes.,Missing official name verification.,official_name_mismatch_evidence_review,"Do not change name, aliases, sector, or scope until a listing-keyed OTC Markets, SEC, issuer, or ISIN-anchored issuer-history source resolves the name mismatch.",Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CRPFY,CRPFY,OTC,Stock,Corporación Financiera Colombiana S.A,extended,otc_listing,warn,official_name_mismatch,missing_sector_stock,otc_sector_source_gap,accepted_source_gap,already_extended_otc_listing,pending_otc_name_mismatch_review,otc_name_mismatch_review_required_before_name_or_metadata_changes,needs_official_evidence,0.3,"Official issuer name from exchange or regulatory filing to resolve official_name_mismatch. Source gap accepted for sector, but name mismatch still requires verification.",Ticker has official_name_mismatch alert with accepted source_gap for sector. Name mismatch persists; official evidence required to proceed with metadata changes.,Missing official name verification despite accepted sector source gap.,official_name_mismatch_evidence_review,"Do not change name, aliases, sector, or scope until a listing-keyed OTC Markets, SEC, issuer, or ISIN-anchored issuer-history source resolves the name mismatch.",Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CRSTF,CRSTF,OTC,Stock,Crest Resources Inc,extended,otc_listing,warn,official_name_mismatch,,,,already_extended_otc_listing,pending_otc_name_mismatch_review,otc_name_mismatch_review_required_before_name_or_metadata_changes,needs_official_evidence,0.3,"Official issuer name from exchange, regulatory filing, or issuer website to resolve official_name_mismatch. No source gap info available.",Ticker has official_name_mismatch alert and no source_gap acceptance. Cannot confirm correct name without official evidence. Review required before applying any name or metadata changes.,Missing official name verification.,official_name_mismatch_evidence_review,"Do not change name, aliases, sector, or scope until a listing-keyed OTC Markets, SEC, issuer, or ISIN-anchored issuer-history source resolves the name mismatch.",Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CRTIF,CRTIF,OTC,Stock,Cartier Iron Corp,extended,otc_listing,warn,official_name_mismatch,,,,already_extended_otc_listing,pending_otc_name_mismatch_review,otc_name_mismatch_review_required_before_name_or_metadata_changes,needs_official_evidence,0.3,"Official issuer name from exchange, regulatory filing, or issuer website to resolve official_name_mismatch. No source gap info available.",Ticker has official_name_mismatch alert and no source_gap acceptance. Cannot confirm correct name without official evidence. Review required before applying any name or metadata changes.,Missing official name verification.,official_name_mismatch_evidence_review,"Do not change name, aliases, sector, or scope until a listing-keyed OTC Markets, SEC, issuer, or ISIN-anchored issuer-history source resolves the name mismatch.",Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CRTTF,CRTTF,OTC,Stock,Cortus Metals Inc,extended,otc_listing,warn,official_name_mismatch,missing_sector_stock,otc_sector_source_gap,accepted_source_gap,already_extended_otc_listing,pending_otc_name_mismatch_review,otc_name_mismatch_review_required_before_name_or_metadata_changes,needs_official_evidence,0.3,"Official issuer name from exchange or regulatory filing to resolve official_name_mismatch. Source gap accepted for sector, but name mismatch still requires verification.",Ticker has official_name_mismatch alert with accepted source_gap for sector. Name mismatch persists; official evidence required to proceed with metadata changes.,Missing official name verification despite accepted sector source gap.,official_name_mismatch_evidence_review,"Do not change name, aliases, sector, or scope until a listing-keyed OTC Markets, SEC, issuer, or ISIN-anchored issuer-history source resolves the name mismatch.",Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CRYBF,CRYBF,OTC,Stock,Cryptoblox Technologies Inc,extended,otc_listing,warn,official_name_mismatch,,,,already_extended_otc_listing,pending_otc_name_mismatch_review,otc_name_mismatch_review_required_before_name_or_metadata_changes,needs_official_evidence,0.3,"Official issuer name from exchange, regulatory filing, or issuer website to resolve official_name_mismatch. No source gap info available.",Ticker has official_name_mismatch alert and no source_gap acceptance. Cannot confirm correct name without official evidence. Review required before applying any name or metadata changes.,Missing official name verification.,official_name_mismatch_evidence_review,"Do not change name, aliases, sector, or scope until a listing-keyed OTC Markets, SEC, issuer, or ISIN-anchored issuer-history source resolves the name mismatch.",Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CSCMY,CSCMY,OTC,Stock,COSCO SHIPPING International (Singapore) Co. Ltd,extended,otc_listing,warn,official_name_mismatch,,,,already_extended_otc_listing,pending_otc_name_mismatch_review,otc_name_mismatch_review_required_before_name_or_metadata_changes,needs_official_evidence,0.2,Official corporate records or regulatory filing confirming the correct legal name of COSCO SHIPPING International (Singapore) Co. Ltd.,"The listed name may not match the official issuer name. Without official evidence, we cannot confidently apply any metadata changes.",Name mismatch requires verification from authoritative sources before applying database updates.,official_name_mismatch_evidence_review,"Do not change name, aliases, sector, or scope until a listing-keyed OTC Markets, SEC, issuer, or ISIN-anchored issuer-history source resolves the name mismatch.",Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CSPKF,CSPKF,OTC,Stock,COSCO SHIPPING Ports Limited,extended,otc_listing,warn,official_name_mismatch,,,,already_extended_otc_listing,pending_otc_name_mismatch_review,otc_name_mismatch_review_required_before_name_or_metadata_changes,needs_official_evidence,0.2,Official corporate records or regulatory filing confirming the correct legal name of COSCO SHIPPING Ports Limited.,"The listed name may not match the official issuer name. Without official evidence, we cannot confidently apply any metadata changes.",Name mismatch requires verification from authoritative sources before applying database updates.,official_name_mismatch_evidence_review,"Do not change name, aliases, sector, or scope until a listing-keyed OTC Markets, SEC, issuer, or ISIN-anchored issuer-history source resolves the name mismatch.",Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CUIRF,CUIRF,OTC,Stock,Currie Rose Resources Inc,extended,otc_listing,warn,official_name_mismatch,,,,already_extended_otc_listing,pending_otc_name_mismatch_review,otc_name_mismatch_review_required_before_name_or_metadata_changes,needs_official_evidence,0.2,Official corporate records or regulatory filing confirming the correct legal name of Currie Rose Resources Inc.,"The listed name may not match the official issuer name. Without official evidence, we cannot confidently apply any metadata changes.",Name mismatch requires verification from authoritative sources before applying database updates.,official_name_mismatch_evidence_review,"Do not change name, aliases, sector, or scope until a listing-keyed OTC Markets, SEC, issuer, or ISIN-anchored issuer-history source resolves the name mismatch.",Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CVPBF,CVPBF,OTC,Stock,CP ALL Public Company Limited,extended,otc_listing,warn,official_name_mismatch,,,,already_extended_otc_listing,pending_otc_name_mismatch_review,otc_name_mismatch_review_required_before_name_or_metadata_changes,needs_official_evidence,0.2,Official corporate records or regulatory filing confirming the correct legal name of CP ALL Public Company Limited.,"The listed name may not match the official issuer name. Without official evidence, we cannot confidently apply any metadata changes.",Name mismatch requires verification from authoritative sources before applying database updates.,official_name_mismatch_evidence_review,"Do not change name, aliases, sector, or scope until a listing-keyed OTC Markets, SEC, issuer, or ISIN-anchored issuer-history source resolves the name mismatch.",Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
