isin,registered_country,isin_valid,cluster_count,listing_count,listing_keys,member_names,member_exchanges,member_tickers,shared_tickers,collision_signals,decision_candidate,review_queue,review_gate,recommended_next_source,closure_status
CA08663L1040,Canada,true,2,2,NYSE ARCA::SPXU|TSX::SPXU,Global X S&P 500 Index Bull ETF | ProShares UltraPro Short S&P500,NYSE ARCA | TSX,SPXU,SPXU,name_clusters_disjoint;ticker_collision;registered_country_known,ticker_collision_isin_misassignment_suspected,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA89712R2019,Canada,true,2,3,NYSE::TR|OTC::TROLB|OTC::TROUF,Tootsie Roll Industries Inc | Troubadour Resources Inc,NYSE | OTC,TR | TROLB | TROUF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CH0023405456,Switzerland,true,2,3,LSE::0QK3|OTC::DFRYF|SIX::AVOL,Avolta AG | Dufry AG,LSE | OTC | SIX,0QK3 | AVOL | DFRYF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CH1385084384,Switzerland,true,2,3,OTC::CSOL|SIX::CSOL-USD|XETRA::2SCS,21Shares Solana Core Staking ETP | China Solar & Cln En,OTC | SIX | XETRA,2SCS | CSOL | CSOL-USD,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CNE100000Q35,China,true,2,3,HKEX::02238|OTC::GNZUF|OTC::GNZUY,GAC GROUP | Guangzhou Automobile Group Co. Ltd,HKEX | OTC,02238 | GNZUF | GNZUY,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
DE0005103006,Germany,true,2,3,LSE::0NOL|OTC::ADVOF|OTC::ARDDF,Adva Optical Networking SE | Ardiden Limited,LSE | OTC,0NOL | ADVOF | ARDDF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
DE0005785604,Germany,true,2,3,LSE::0OO9|OTC::FTWYF|XETRA::FRE,Freightways Limited | Fresenius SE & Co KGAA O.N.,LSE | OTC | XETRA,0OO9 | FRE | FTWYF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
DE0006047004,Germany,true,3,3,LSE::0MG2|NYSE::HEI|OTC::HLBZF,Heico Corporation | Heidelberg Materials AG | Heidelbergcement AG O.N.,LSE | NYSE | OTC,0MG2 | HEI | HLBZF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
DE0007010803,Germany,true,2,3,LSE::0FRJ|NASDAQ::RAA|OTC::RTLLF,Rational AG | SMI 3Fourteen REAL Asset Allocation ETF,LSE | NASDAQ | OTC,0FRJ | RAA | RTLLF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
DE0008019001,Germany,true,2,3,LSE::0R9K|OTC::PBBGF|XETRA::PBB,DT.PFANDBRIEFBK AG | Deutsche Pfandbriefbank AG,LSE | OTC | XETRA,0R9K | PBB | PBBGF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
DE000A0BL849,Germany,true,2,3,LSE::0NLV|OTC::VTIAF|XETRA::V3V,FAMICORD AG | VITA 34 AG,LSE | OTC | XETRA,0NLV | V3V | VTIAF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
DE000A1X3XX4,Germany,true,2,3,LSE::0QGG|OTC::DDCCF|XETRA::BRNK,BRANICKS Group AG | DIC Asset AG,LSE | OTC | XETRA,0QGG | BRNK | DDCCF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
ES0137650018,Spain,true,2,3,LSE::0ILI|OTC::FDMIF|OTC::FLUIF,Fluidra S.A. | Founders Metals Inc.,LSE | OTC,0ILI | FDMIF | FLUIF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
FI4000312251,Finland,true,2,3,HEL::LUMO|LSE::0A0E|OTC::KOJAF,Kojamo Oyj | LUMO KODIT OYJ,HEL | LSE | OTC,0A0E | KOJAF | LUMO,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
FR0000121014,France,true,3,3,LSE::0HAU|NYSE::MC|OTC::MCCHF,LVMH Moet Hennessy Louis Vuitton SE | McChip Resources Inc | Moelis & Co,LSE | NYSE | OTC,0HAU | MC | MCCHF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
FR0000124570,France,true,2,3,Euronext::OPM|LSE::0NW1|OTC::PASTF,Compagnie Plastic Omnium SE | OPmobility SE,Euronext | LSE | OTC,0NW1 | OPM | PASTF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
FR0004125920,France,true,2,3,LSE::0RDX|NASDAQ::AMUN|XETRA::ANI,Amundi S.A. | abrdn Ultra Short Municipal Income Active ETF,LSE | NASDAQ | XETRA,0RDX | AMUN | ANI,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
FR0010451203,France,true,2,3,LSE::0KBZ|OTC::RXLSF|OTC::RXXRF,Rexel S.A | Rox Resources Limited,LSE | OTC,0KBZ | RXLSF | RXXRF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
FR0012435121,France,true,2,3,LSE::0RA8|NASDAQ::ELIS|OTC::ELSSF,Direxion Daily LLY Bear 1X Shares | Elis S.A.,LSE | NASDAQ | OTC,0RA8 | ELIS | ELSSF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
FR0013269123,France,true,2,3,Euronext::RUI|LSE::0RTS|OTC::AIAGF,Aurubis AG | Rubis SCA,Euronext | LSE | OTC,0RTS | AIAGF | RUI,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
FR0013295789,France,true,2,3,Euronext::TFF|LSE::0IH4|OTC::FRFTF,TFF Group | Tonnellerie Francois Freres SA,Euronext | LSE | OTC,0IH4 | FRFTF | TFF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
FR0013451333,France,true,2,3,Euronext::FDJU|LSE::0A8B|OTC::LFDJF,FDJ United | La Française des Jeux Société anonyme,Euronext | LSE | OTC,0A8B | FDJU | LFDJF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
GB00B9275X97,United Kingdom,true,3,3,LSE::HVO|OTC::CROTF|OTC::OPORF,Open Orphan plc | Spenda Ltd. | hVIVO plc,LSE | OTC,CROTF | HVO | OPORF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
GB00BGXQNP29,United Kingdom,true,2,3,LSE::SDLF|OTC::PNXGF|OTC::SLFPF,Phoenix Group Holdings PLC | Standard Life PLC,LSE | OTC,PNXGF | SDLF | SLFPF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
GB00BMTV7393,United Kingdom,true,2,3,NYSE::THG|OTC::THGHY|OTC::THGPF,THG Plc | The Hanover Insurance Group Inc,NYSE | OTC,THG | THGHY | THGPF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
GB00BSB7BS06,United Kingdom,true,2,3,NYSE::PINE|OTC::APNEV|OTC::PINWF,"Alpine Income Property Trust, Inc. | Pinewood Technologies Group plc",NYSE | OTC,APNEV | PINE | PINWF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
