ticker,exchange,asset_type,name,stockanalysis_symbol,stockanalysis_name,stockanalysis_isin,stockanalysis_sector,stockanalysis_industry,isin_update,sector_update,decision,source_url
0IUC,LSE,Stock,General Dynamics Corp.,0IUC,General Dynamics Corporation,US3695501086,Industrials,Industrial - Capital Goods,,Industrials,accept,https://stockanalysis.com/quote/lon/0IUC/
0IVQ,LSE,Stock,Gladstone Commercial Corp.,0IVQ,Gladstone Commercial Corporation,US3765361080,Real Estate,Real Estate - General,,Real Estate,accept,https://stockanalysis.com/quote/lon/0IVQ/
0IVR,LSE,Stock,Gladstone Investment Corp.,,,,,,,,no_symbol_match,
0IW3,LSE,Stock,Global Net Lease Inc.,0IW3,"Global Net Lease, Inc.",US3793782018,Real Estate,Real Estate - General,,Real Estate,accept,https://stockanalysis.com/quote/lon/0IW3/
0IYS,LSE,Stock,Gold Resource Corp.,0IYS,Gold Resource Corporation,US38068T1051,Materials,Industrial Materials,,Materials,accept,https://stockanalysis.com/quote/lon/0IYS/
0J1B,LSE,Stock,Grupo Aval Acciones y Valores S.A.,,,,,,,,no_symbol_match,
0J22,LSE,Stock,HCI Group Inc.,0J22,"HCI Group, Inc.",US40416E1038,,"Fire, Marine, and Casualty Insurance",,,no_update,https://stockanalysis.com/quote/lon/0J22/
0J4V,LSE,Stock,Heron Therapeutics Inc.,0J4V,"Heron Therapeutics, Inc.",US4277461020,Healthcare,Medical - Pharmaceuticals,,Health Care,accept,https://stockanalysis.com/quote/lon/0J4V/
0J66,LSE,Stock,Host Hotels & Resorts Inc.,0J66,"Host Hotels & Resorts, Inc.",US44107P1049,Real Estate,Real Estate - General,,Real Estate,accept,https://stockanalysis.com/quote/lon/0J66/
0J72,LSE,Stock,Huntington Bancshares Inc.,0J72,Huntington Bancshares Incorporated,US4461501045,Financials,Banks,,Financials,accept,https://stockanalysis.com/quote/lon/0J72/
0J74,LSE,Stock,Electricite de Strasbourg S.A.,0J74,Électricite de Strasbourg Société Anonyme,FR0000031023,,Electric Services,,,no_update,https://stockanalysis.com/quote/lon/0J74/
0J78,LSE,Stock,Odfjell S.E. Series B,0J78,Odfjell SE,NO0003399917,,Deep Sea Foreign Transportation of Freight,,,no_update,https://stockanalysis.com/quote/lon/0J78/
0J9C,LSE,Stock,Duerr AG,0J9C,Dürr Aktiengesellschaft,DE0005565204,,General Industrial Machinery And Equipment,,,name_mismatch,https://stockanalysis.com/quote/lon/0J9C/
0JBD,LSE,Stock,Innovative Industrial Properties Inc.,0JBD,"Innovative Industrial Properties, Inc.",US45781V1017,Real Estate,Real Estate - General,,Real Estate,accept,https://stockanalysis.com/quote/lon/0JBD/
0JDP,LSE,Stock,Iron Mountain Inc.,0JDP,Iron Mountain Incorporated,US46284V1017,Real Estate,Real Estate - General,,Real Estate,accept,https://stockanalysis.com/quote/lon/0JDP/
0JGO,LSE,Stock,Endúr ASA,0JGO,Endúr ASA,NO0012555459,,Ship And Boat Building And Repairing,,,no_update,https://stockanalysis.com/quote/lon/0JGO/
0JKF,LSE,Stock,Jackson Financial Inc.,0JKF,Jackson Financial Inc.,US46817M1071,,Life Insurance,,,no_update,https://stockanalysis.com/quote/lon/0JKF/
0JPB,LSE,Stock,Jones Lang LaSalle Inc.,0JPB,Jones Lang LaSalle Incorporated,US48020Q1076,Real Estate,Real Estate Services,,Real Estate,accept,https://stockanalysis.com/quote/lon/0JPB/
0JPO,LSE,Stock,KLA Corp.,0JPO,KLA Corporation,US4824801009,Technology,Semiconductors,,Information Technology,accept,https://stockanalysis.com/quote/lon/0JPO/
0JQQ,LSE,Stock,Archer Daniels Midland Co.,0JQQ,Archer-Daniels-Midland Company,US0394831020,Materials,Agricultural Inputs,,Materials,accept,https://stockanalysis.com/quote/lon/0JQQ/
0JRV,LSE,Stock,Kraft Heinz Co.,0JRV,The Kraft Heinz Company,,,"Canned, Frozen, And Preserved Fruits, Vegetables, and Food Specialties",,,no_update,https://stockanalysis.com/quote/lon/0JRV/
0JSP,LSE,Stock,LTC Properties Inc.,0JSP,"LTC Properties, Inc.",US5021751020,Real Estate,Real Estate - General,,Real Estate,accept,https://stockanalysis.com/quote/lon/0JSP/
0JSZ,LSE,Stock,Ladder Capital Corp. Cl A,0JSZ,Ladder Capital Corp,US5057431042,Real Estate,REIT - Industrial,,Real Estate,accept,https://stockanalysis.com/quote/lon/0JSZ/
0JT5,LSE,Stock,Lam Research Corp.,0JT5,Lam Research Corporation,US5128073062,Technology,Semiconductors,,Information Technology,accept,https://stockanalysis.com/quote/lon/0JT5/
0JUJ,LSE,Stock,Liberty Media Corp. Series A Liberty Formula One,0JUJ,Formula One Group,US5312297717,Technology,Media & Entertainment,,Information Technology,accept,https://stockanalysis.com/quote/lon/0JUJ/
0JVD,LSE,Stock,Live Nation Entertainment Inc.,0JVD,"Live Nation Entertainment, Inc.",US5380341090,Technology,Media & Entertainment,,Information Technology,accept,https://stockanalysis.com/quote/lon/0JVD/
0JXQ,LSE,Stock,Main Street Capital Corp.,0JXQ,Main Street Capital Corporation,US56035L1044,Financials,Financial - Diversified,,Financials,accept,https://stockanalysis.com/quote/lon/0JXQ/
0JYW,LSE,Stock,Marriott International Inc.,0JYW,"Marriott International, Inc.",US5719032022,Consumer Discretionary,Travel Lodging,,Consumer Discretionary,accept,https://stockanalysis.com/quote/lon/0JYW/
0JZZ,LSE,Stock,Medical Properties Trust Inc.,0JZZ,"Medical Properties Trust, Inc.",US58463J3041,Real Estate,Real Estate - General,,Real Estate,accept,https://stockanalysis.com/quote/lon/0JZZ/
0K0E,LSE,Stock,MercadoLibre Inc.,0K0E,"MercadoLibre, Inc.",US58733R1023,Consumer Discretionary,Specialty Retail,,Consumer Discretionary,accept,https://stockanalysis.com/quote/lon/0K0E/
0K0X,LSE,Stock,MetLife Inc.,0K0X,"MetLife, Inc.",US59156R1086,Financials,Insurance - Diversified,,Financials,accept,https://stockanalysis.com/quote/lon/0K0X/
0K1Q,LSE,Stock,Teleste Oyj,,,,,,,,no_symbol_match,
0K1R,LSE,Stock,Viridian Therapeutics Inc.,0K1R,"Viridian Therapeutics, Inc.",US92790C1045,Healthcare,Biotechnology,,Health Care,accept,https://stockanalysis.com/quote/lon/0K1R/
0K3S,LSE,Stock,Murphy Oil Corp.,0K3S,Murphy Oil Corporation,US6267171022,Energy,Oil & Gas Energy,,Energy,accept,https://stockanalysis.com/quote/lon/0K3S/
0K45,LSE,Stock,NCR Corp.,0K45,NCR Voyix Corporation,US62886E1082,Technology,Information Technology Services,,Information Technology,accept,https://stockanalysis.com/quote/lon/0K45/
0K4C,LSE,Stock,NRG Energy Inc.,0K4C,"NRG Energy, Inc.",US6293775085,Utilities,General Utilities,,Utilities,accept,https://stockanalysis.com/quote/lon/0K4C/
0K4T,LSE,Stock,Nasdaq Inc.,0K4T,"Nasdaq, Inc.",US6311031081,Financials,Financial - Diversified,,Financials,accept,https://stockanalysis.com/quote/lon/0K4T/
0K7U,LSE,Stock,News Corp Cl A,0K7U,News Corporation,US65249B1098,Technology,Media & Entertainment,,Information Technology,accept,https://stockanalysis.com/quote/lon/0K7U/
0K80,LSE,Stock,NextEra Energy Inc.,0K80,"NextEra Energy, Inc.",US65339F1012,Utilities,General Utilities,,Utilities,accept,https://stockanalysis.com/quote/lon/0K80/
0K8W,LSE,Stock,Derichebourg,0K8W,Derichebourg SA,,,Services To Dwellings And Other Buildings,,,no_update,https://stockanalysis.com/quote/lon/0K8W/
0K91,LSE,Stock,Northern Trust Corp.,0K91,Northern Trust Corporation,US6658591044,Financials,Financial - Diversified,,Financials,accept,https://stockanalysis.com/quote/lon/0K91/
0K9A,LSE,Stock,Cmb.Tech NV,0K9A,Cmb.Tech NV,,,Deep Sea Foreign Transportation of Freight,,,no_update,https://stockanalysis.com/quote/lon/0K9A/
0KAB,LSE,Stock,O&#39;Reilly Automotive Inc.,0KAB,"O'Reilly Automotive, Inc.",US67103H1077,Consumer Discretionary,Specialty Retail,,Consumer Discretionary,accept,https://stockanalysis.com/quote/lon/0KAB/
0KBL,LSE,Stock,Omega Healthcare Investors Inc.,0KBL,"Omega Healthcare Investors, Inc.",US6819361006,Real Estate,Real Estate - General,,Real Estate,accept,https://stockanalysis.com/quote/lon/0KBL/
0KBQ,LSE,Stock,Ratos AB ser. B,0KBQ,Ratos AB (publ),SE0000111940,,"Investors, not elsewhere classified",,,no_update,https://stockanalysis.com/quote/lon/0KBQ/
0KBV,LSE,Stock,Realia Business S.A.,0KBV,"Realia Business, S.A.",,,Real Estate Operators (except Developers) And Lessors,,,no_update,https://stockanalysis.com/quote/lon/0KBV/
0KBY,LSE,Stock,Renta 4 Banco S.A.,0KBY,"Renta 4 Banco, S.A.",ES0173358039,,"Security and Commodity Brokers, Dealers, Exchanges, and Services",,,no_update,https://stockanalysis.com/quote/lon/0KBY/
0KCD,LSE,Stock,Solaria Energia y Medio Ambiente S.A.,0KCD,"Solaria Energía y Medio Ambiente, S.A.",,,Electric Services,,,no_update,https://stockanalysis.com/quote/lon/0KCD/
0KEJ,LSE,Stock,PPL Corp.,0KEJ,PPL Corporation,US69351T1060,Utilities,General Utilities,,Utilities,accept,https://stockanalysis.com/quote/lon/0KEJ/
0KEP,LSE,Stock,KEMPOWER OYJ KEMPOWER ORD SHS,0KEP,Kempower Oyj,FI4000513593,,"Miscellaneous Electrical Machinery, Equipment, and Supplies",,,no_update,https://stockanalysis.com/quote/lon/0KEP/
0KEZ,LSE,Stock,Packaging Corp. of America,0KEZ,Packaging Corporation of America,US6951561090,Consumer Discretionary,Packaging & Containers,,Consumer Discretionary,accept,https://stockanalysis.com/quote/lon/0KEZ/
0KGE,LSE,Stock,Paychex Inc.,0KGE,"Paychex, Inc.",US7043261079,Technology,Software - Services,,Information Technology,accept,https://stockanalysis.com/quote/lon/0KGE/
0KIT,LSE,Stock,Pinnacle West Capital Corp.,0KIT,Pinnacle West Capital Corporation,US7234841010,Utilities,Regulated Electric,,Utilities,accept,https://stockanalysis.com/quote/lon/0KIT/
0KNY,LSE,Stock,T. Rowe Price Group Inc.,0KNY,"T. Rowe Price Group, Inc.",US74144T1088,Financials,Financial - Diversified,,Financials,accept,https://stockanalysis.com/quote/lon/0KNY/
0KO5,LSE,Stock,Principal Financial Group Inc.,0KO5,"Principal Financial Group, Inc.",US74251V1026,Financials,Asset Management,,Financials,accept,https://stockanalysis.com/quote/lon/0KO5/
0KO8,LSE,Stock,Enea S.A.,,,,,,,,no_symbol_match,
0KOC,LSE,Stock,Progressive Corp.,0KOC,The Progressive Corporation,US7433151039,Financials,Insurance - Property & Casualty,,Financials,accept,https://stockanalysis.com/quote/lon/0KOC/
0KOD,LSE,Stock,Prologis Inc.,0KOD,"Prologis, Inc.",US74340W1036,Real Estate,REIT - Industrial,,Real Estate,accept,https://stockanalysis.com/quote/lon/0KOD/
0KRX,LSE,Stock,Prudential Financial Inc.,0KRX,"Prudential Financial, Inc.",US7443201022,Financials,Insurance - Life,,Financials,accept,https://stockanalysis.com/quote/lon/0KRX/
0KS2,LSE,Stock,Public Service Enterprise Group Inc.,0KS2,Public Service Enterprise Group Incorporated,US7445731067,Utilities,General Utilities,,Utilities,accept,https://stockanalysis.com/quote/lon/0KS2/
0KSR,LSE,Stock,Quanta Services Inc.,0KSR,"Quanta Services, Inc.",US74762E1029,Industrials,Engineering & Construction,,Industrials,accept,https://stockanalysis.com/quote/lon/0KSR/
0KSX,LSE,Stock,Quest Diagnostics Inc.,0KSX,Quest Diagnostics Incorporated,US74834L1008,Healthcare,Medical - Equipment & Services,,Health Care,accept,https://stockanalysis.com/quote/lon/0KSX/
0KTI,LSE,Stock,Enbridge Inc,0KTI,Enbridge Inc.,CA29250N1050,Energy,Oil & Gas Energy,,Energy,accept,https://stockanalysis.com/quote/lon/0KTI/
0KU1,LSE,Stock,Raymond James Financial Inc.,0KU1,"Raymond James Financial, Inc.",US7547301090,Financials,Financial - Diversified,,Financials,accept,https://stockanalysis.com/quote/lon/0KU1/
0KUE,LSE,Stock,Realty Income Corp.,0KUE,Realty Income Corporation,US7561091049,Real Estate,Real Estate - General,,Real Estate,accept,https://stockanalysis.com/quote/lon/0KUE/
0KV3,LSE,Stock,Regions Financial Corp.,0KV3,Regions Financial Corporation,US7591EP1005,Financials,Banks,,Financials,accept,https://stockanalysis.com/quote/lon/0KV3/
0KVH,LSE,Stock,BRD-Groupe Societe Generale S.A.,,,,,,,,no_symbol_match,
0KW1,LSE,Stock,Republic Services Inc.,0KW1,"Republic Services, Inc.",US7607591002,Industrials,Waste Management,,Industrials,accept,https://stockanalysis.com/quote/lon/0KW1/
0KXO,LSE,Stock,Ross Stores Inc,0KXO,"Ross Stores, Inc.",US7782961038,Consumer Discretionary,Specialty Retail,,Consumer Discretionary,accept,https://stockanalysis.com/quote/lon/0KXO/
0KXS,LSE,Stock,Royal Gold Inc,0KXS,"Royal Gold, Inc.",US7802871084,Materials,Industrial Materials,,Materials,accept,https://stockanalysis.com/quote/lon/0KXS/
0L1G,LSE,Stock,SS&C Technologies Holdings Inc.,0L1G,"SS&C Technologies Holdings, Inc.",US78467J1007,Technology,Software - Services,,Information Technology,accept,https://stockanalysis.com/quote/lon/0L1G/
0L3I,LSE,Stock,Charles Schwab Corp.,0L3I,The Charles Schwab Corporation,US8085131055,Financials,Financial - Diversified,,Financials,accept,https://stockanalysis.com/quote/lon/0L3I/
0L6P,LSE,Stock,Simon Property Group Inc.,0L6P,"Simon Property Group, Inc.",US8288061091,Real Estate,Real Estate - General,,Real Estate,accept,https://stockanalysis.com/quote/lon/0L6P/
0L7A,LSE,Stock,A.O. Smith Corp.,0L7A,A. O. Smith Corporation,US8318652091,Industrials,Industrial - Machinery,,Industrials,accept,https://stockanalysis.com/quote/lon/0L7A/
0L7G,LSE,Stock,Snap-On Inc.,0L7G,Snap-on Incorporated,US8330341012,Industrials,Industrial - Capital Goods,,Industrials,accept,https://stockanalysis.com/quote/lon/0L7G/
0L8A,LSE,Stock,Southern Co.,0L8A,The Southern Company,US8425871071,Utilities,General Utilities,,Utilities,accept,https://stockanalysis.com/quote/lon/0L8A/
0L8B,LSE,Stock,Southern Copper Corp.,0L8B,Southern Copper Corporation,US84265V1052,Materials,Industrial Materials,,Materials,accept,https://stockanalysis.com/quote/lon/0L8B/
0L91,LSE,Stock,"Grupo Empresarial San José, S.A.",0L91,"Grupo Empresarial San José, S.A.",ES0180918015,,Heavy Construction Other Than Building Construction Contractors,,,no_update,https://stockanalysis.com/quote/lon/0L91/
0L95,LSE,Stock,"Block, Inc.",0L95,"Block, Inc.",US8522341036,Technology,Software - Services,,Information Technology,accept,https://stockanalysis.com/quote/lon/0L95/
0L9J,LSE,Stock,Kontron AG,0L9J,Kontron AG,,,Computer Integrated Systems Design,,,no_update,https://stockanalysis.com/quote/lon/0L9J/
0LCX,LSE,Stock,Take-Two Interactive Software Inc.,0LCX,"Take-Two Interactive Software, Inc.",US8740541094,Technology,Media & Entertainment,,Information Technology,accept,https://stockanalysis.com/quote/lon/0LCX/
0LD8,LSE,Stock,Target Corp.,0LD8,Target Corporation,US87612E1064,Consumer Discretionary,Specialty Retail,,Consumer Discretionary,accept,https://stockanalysis.com/quote/lon/0LD8/
0LF8,LSE,Stock,Thor Industries Inc.,0LF8,"THOR Industries, Inc.",US8851601018,Consumer Discretionary,Auto - Recreational Vehicles,,Consumer Discretionary,accept,https://stockanalysis.com/quote/lon/0LF8/
0LHX,LSE,Stock,U.S. Global Investors Inc. Cl A,,,,,,,,no_symbol_match,
0LIK,LSE,Stock,Under Armour Inc. Cl C,0LIK,"Under Armour, Inc.",,,Apparel and Other Finished Products Made From Fabrics and Similar Materials,,,no_update,https://stockanalysis.com/quote/lon/0LIK/
0LIU,LSE,Stock,United Airlines Holdings Inc.,0LIU,"United Airlines Holdings, Inc.",US9100471096,Industrials,Airlines,,Industrials,accept,https://stockanalysis.com/quote/lon/0LIU/
0LJE,LSE,Stock,Universal Display Corp.,0LJE,Universal Display Corporation,US91347P1057,Technology,"Hardware, Equipment & Parts",,Information Technology,accept,https://stockanalysis.com/quote/lon/0LJE/
0LJL,LSE,Stock,Universal Health Services Inc. Cl B,0LJL,"Universal Health Services, Inc.",US9139031002,Healthcare,Medical - Equipment & Services,,Health Care,accept,https://stockanalysis.com/quote/lon/0LJL/
0LN7,LSE,Stock,Air France KLM SA,0LN7,Air France-KLM SA,FR001400J770,,"Air Transportation, Scheduled",,,no_update,https://stockanalysis.com/quote/lon/0LN7/
0LQ1,LSE,Stock,Continental AG O.N.,0LQ1,Continental Aktiengesellschaft,DE0005439004,,Motor Vehicle Parts and Accessories,,,no_update,https://stockanalysis.com/quote/lon/0LQ1/
0LQ4,LSE,Stock,Krones AG O.N.,0LQ4,Krones AG,DE0006335003,,General Industrial Machinery And Equipment,,,no_update,https://stockanalysis.com/quote/lon/0LQ4/
0LRK,LSE,Stock,Vulcan Materials Co.,0LRK,Vulcan Materials Company,US9291601097,Materials,Building Materials,,Materials,accept,https://stockanalysis.com/quote/lon/0LRK/
0LS5,LSE,Stock,CCC S.A.,,,,,,,,no_symbol_match,
0LSL,LSE,Stock,WEC Energy Group Inc.,0LSL,"WEC Energy Group, Inc.",US92939U1060,Utilities,General Utilities,,Utilities,accept,https://stockanalysis.com/quote/lon/0LSL/
0LVL,LSE,Stock,LPP S.A.,,,,,,,,no_symbol_match,
0LXB,LSE,Stock,Williams Cos.,0LXB,"The Williams Companies, Inc.",US9694571004,Energy,Oil & Gas Energy,,Energy,accept,https://stockanalysis.com/quote/lon/0LXB/
0LXC,LSE,Stock,Williams-Sonoma Inc.,0LXC,"Williams-Sonoma, Inc.",US9699041011,Consumer Discretionary,Specialty Retail,,Consumer Discretionary,accept,https://stockanalysis.com/quote/lon/0LXC/
0LY1,LSE,Stock,WISDOMTREE INVESTMENTS INC WISDOMTREE INVESTMENTS ORD SHS,0LY1,"WisdomTree, Inc.",US97717P1049,,Investment Advice,,,no_update,https://stockanalysis.com/quote/lon/0LY1/
0M0A,LSE,Stock,Rockwool International A/S Series B,0M0A,Rockwool A/S,,,"Abrasive, Asbestos, And Miscellaneous Nonmetallic Mineral Products",,,no_update,https://stockanalysis.com/quote/lon/0M0A/
0M0E,LSE,Stock,Ercros S.A.,0M0E,"Ercros, S.A.",,,Industrial Inorganic Chemicals,,,no_update,https://stockanalysis.com/quote/lon/0M0E/
0M30,LSE,Stock,Yum China Holdings Inc.,0M30,"Yum China Holdings, Inc.",US98850P1093,Consumer Discretionary,Restaurants,,Consumer Discretionary,accept,https://stockanalysis.com/quote/lon/0M30/
0M69,LSE,Stock,OTP Bank Nyrt,,,,,,,,no_symbol_match,
0MAN,LSE,Stock,MANDATUM HOLDING OYJ MANTADUM HOLDING ORD SHS,0MAN,Mandatum Oyj,FI4000552526,,Life Insurance,,,no_update,https://stockanalysis.com/quote/lon/0MAN/
0MDT,LSE,Stock,Electrolux AB Class B,0MDT,AB Electrolux (publ),SE0016589188,,Household Appliances,,,no_update,https://stockanalysis.com/quote/lon/0MDT/
0MEC,LSE,Stock,Nordex SE O.N.,0MEC,Nordex SE,DE000A0D6554,,Engines And Turbines,,,no_update,https://stockanalysis.com/quote/lon/0MEC/
0MFW,LSE,Stock,KBC Ancora,0MFW,KBC Ancora SA,BE0003867844,,Commercial Banks,,,no_update,https://stockanalysis.com/quote/lon/0MFW/
0MG1,LSE,Stock,Fielmann AG,0MG1,Fielmann Group AG,,,Ophthalmic Goods,,,no_update,https://stockanalysis.com/quote/lon/0MG1/
0MG5,LSE,Stock,Elringklinger AG NA O.N.,0MG5,ElringKlinger AG,DE0007856023,,"Gaskets, Packing, And Sealing Devices And Rubber And Plastics Hose And Belting",,,no_update,https://stockanalysis.com/quote/lon/0MG5/
0MGB,LSE,Stock,Genmab,0MGB,Genmab A/S,DK0010272202,,"Biological Products, Except Diagnostic Substances",,,no_update,https://stockanalysis.com/quote/lon/0MGB/
0MGC,LSE,Stock,NKT Holding,0MGC,NKT A/S,DK0010287663,,Refrigeration And Service Industry Machinery,,,no_update,https://stockanalysis.com/quote/lon/0MGC/
0MGE,LSE,Stock,Sydbank,0MGE,AL Sydbank A/S,DK0010311471,,Commercial Banks,,,no_update,https://stockanalysis.com/quote/lon/0MGE/
0MHW,LSE,Stock,Volvo AB Series A,0MHW,AB Volvo (publ),,,Motor Vehicles and Passenger Car Bodies,,,name_mismatch,https://stockanalysis.com/quote/lon/0MHW/
0MHZ,LSE,Stock,SSAB AB ser. B,0MHZ,SSAB AB (publ),SE0000120669,,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling Mills",,,name_mismatch,https://stockanalysis.com/quote/lon/0MHZ/
0MKS,LSE,Stock,TomTom NV,0MKS,TomTom N.V.,NL0013332471,,Prepackaged Software,,,no_update,https://stockanalysis.com/quote/lon/0MKS/
0ML7,LSE,Stock,MKB Nedsense N.V.,,,,,,,,no_symbol_match,
0MO8,LSE,Stock,SED Energy Holdings Plc,,,,,,,,no_symbol_match,
0MQG,LSE,Stock,Mycronic AB,0MQG,Mycronic AB (publ),,,"Special Industry Machinery, not elsewhere classified",,,no_update,https://stockanalysis.com/quote/lon/0MQG/
0MR4,LSE,Stock,Byggmax Group AB,0MR4,Byggmax Group AB (publ),SE0003303627,,"Building Materials, Hardware, Garden Supply, and Mobile Home Dealers",,,no_update,https://stockanalysis.com/quote/lon/0MR4/
0MR5,LSE,Stock,CellaVision AB,0MR5,CellaVision AB (publ),SE0000683484,,Electromedical and Electrotherapeutic Apparatus,,,no_update,https://stockanalysis.com/quote/lon/0MR5/
0MUN,LSE,Stock,Iren S.p.A.,0MUN,Iren SpA,,,Electric Services,,,no_update,https://stockanalysis.com/quote/lon/0MUN/
0MVK,LSE,Stock,Augros Cosmetic Packaging,,,,,,,,no_symbol_match,
0MYZ,LSE,Stock,Stroeer SE & Co. KGaA,0MYZ,Ströer SE & Co. KGaA,,,Advertising,,,name_mismatch,https://stockanalysis.com/quote/lon/0MYZ/
0N75,LSE,Stock,Bonduelle SAS,0N75,Bonduelle SCA,FR0000063935,,"Canned, Frozen, And Preserved Fruits, Vegetables, and Food Specialties",,,name_mismatch,https://stockanalysis.com/quote/lon/0N75/
0N7X,LSE,Stock,Cloetta AB ser. B,0N7X,Cloetta AB (publ),SE0002626861,,Sugar And Confectionery Products,,,name_mismatch,https://stockanalysis.com/quote/lon/0N7X/
